deviceid,latitude,longitude,cluster,address
208,37.56509685,127.03634395,0,구두수선대
208,37.56475175,127.0362711,0,구두수선대
208,37.56387075,127.0355601,0,서울특별시 성동구 왕십리도선동
208,37.563853,127.0355824,0,신한넥스텔
208,37.5638392,127.0355407,0,신한넥스텔
208,37.5649395,127.0361483,0,고산자로 281 1
208,37.5638378,127.0354745,0,왕십리로20길 16
208,37.5638565,127.0354554,0,왕십리로20길 16
208,37.5651004,127.036339,0,구두수선대
208,37.56509725,127.03632635,0,구두수선대
208,37.5638697,127.0355159,0,왕십리로20길 16
208,37.5639868,127.0351243,0,서울특별시 성동구 왕십리도선동
