deviceid,latitude,longitude,cluster,address
99,37.5555909,127.0356008,0,서울숲한신더휴 고산자로 164 
99,37.5556159,127.03565855,0,서울숲한신더휴 고산자로 164 
99,37.5555995,127.0356419,0,서울숲한신더휴 고산자로 164 
99,37.55560695,127.0356132,0,서울숲한신더휴 고산자로 164 
99,37.55559255,127.0355895,0,서울숲한신더휴 고산자로 164 
99,37.5556132,127.03557805,0,서울숲한신더휴 고산자로 164 
99,37.5556043,127.0355938,0,서울숲한신더휴 고산자로 164 
99,37.5555767,127.0356289,0,서울숲한신더휴 고산자로 164 
99,37.5555681,127.03565715,0,서울숲한신더휴 고산자로 164 
99,37.5555814,127.0356647,0,서울숲한신더휴 고산자로 164 
99,37.55557345,127.0356197,0,서울숲한신더휴 고산자로 164 
99,37.5556012,127.0355953,0,서울숲한신더휴 고산자로 164 
99,37.5556051,127.0355878,0,서울숲한신더휴 고산자로 164 
99,37.5555999,127.0356015,0,서울숲한신더휴 고산자로 164 
99,37.5555989,127.0355792,0,서울숲한신더휴 고산자로 164 
99,37.5555847,127.0355929,0,서울숲한신더휴 고산자로 164 
99,37.5556018,127.0356076,0,서울숲한신더휴 고산자로 164 
99,37.5555551,127.0356274,0,서울숲한신더휴 고산자로 164 
99,37.5555872,127.03563915,0,서울숲한신더휴 고산자로 164 
99,37.55558725,127.0356675,0,서울숲한신더휴 고산자로 164 
99,37.5555788,127.03559965,0,서울숲한신더휴 고산자로 164 
99,37.5555817,127.03562085,0,서울숲한신더휴 고산자로 164 
99,37.5556104,127.0355905,0,서울숲한신더휴 고산자로 164 
99,37.55560945,127.0355906,0,서울숲한신더휴 고산자로 164 
99,37.5555975,127.0356008,0,서울숲한신더휴 고산자로 164 
99,37.5555771,127.0357076,0,서울숲한신더휴 고산자로 164 
99,37.5555743,127.03562965,0,서울숲한신더휴 고산자로 164 
99,37.55558585,127.0355899,0,서울숲한신더휴 고산자로 164 
99,37.555624300000005,127.0356633,0,서울숲한신더휴 고산자로 164 
99,37.5556184,127.03558775,0,서울숲한신더휴 고산자로 164 
99,37.55559265,127.0356181,0,서울숲한신더휴 고산자로 164 
99,37.5555942,127.035607,0,서울숲한신더휴 고산자로 164 
99,37.5555878,127.0356711,0,서울숲한신더휴 고산자로 164 
99,37.5554734,127.0357329,0,서울숲한신더휴 고산자로 164 
99,37.5555926,127.0356559,0,서울숲한신더휴 고산자로 164 
99,37.55560195,127.0355782,0,서울숲한신더휴 고산자로 164 
99,37.5556043,127.0356002,0,서울숲한신더휴 고산자로 164 
99,37.5555996,127.0357153,0,서울숲한신더휴 고산자로 164 
99,37.5556034,127.0357096,0,서울숲한신더휴 고산자로 164 
99,37.55560385,127.03560065,0,서울숲한신더휴 고산자로 164 
99,37.555591,127.035703,0,서울숲한신더휴 고산자로 164 
99,37.555582,127.0356088,0,서울숲한신더휴 고산자로 164 
99,37.5555207,127.0356865,0,서울숲한신더휴 고산자로 164 
99,37.5555907,127.0356995,0,서울숲한신더휴 고산자로 164 
99,37.5555538,127.0356002,0,서울숲한신더휴 고산자로 164 
99,37.5555815,127.0356233,0,서울숲한신더휴 고산자로 164 
99,37.5556,127.0356003,0,서울숲한신더휴 고산자로 164 
99,37.5556118,127.035581,0,서울숲한신더휴 고산자로 164 
99,37.5555947,127.0355828,0,서울숲한신더휴 고산자로 164 
99,37.5555814,127.0356021,0,서울숲한신더휴 고산자로 164 
99,37.5555965,127.0356043,0,서울숲한신더휴 고산자로 164 
99,37.5555626,127.0356359,0,서울숲한신더휴 고산자로 164 
99,37.5556033,127.0357303,0,서울숲한신더휴 고산자로 164 
99,37.5555643,127.0356679,0,서울숲한신더휴 고산자로 164 
99,37.5555669,127.035636,0,서울숲한신더휴 고산자로 164 
99,37.5555693,127.0356795,0,서울숲한신더휴 고산자로 164 
99,37.5555943,127.0355967,0,서울숲한신더휴 고산자로 164 
99,37.5555957,127.0356104,0,서울숲한신더휴 고산자로 164 
99,37.5555858,127.0356088,0,서울숲한신더휴 고산자로 164 
99,37.5555818,127.0356196,0,서울숲한신더휴 고산자로 164 
99,37.5555353,127.0357587,0,서울숲한신더휴 고산자로 164 
99,37.5555761,127.0356748,0,서울숲한신더휴 고산자로 164 
99,37.55557625,127.03564275,0,서울숲한신더휴 고산자로 164 
99,37.5555706,127.035715,0,서울숲한신더휴 고산자로 164 
99,37.5555951,127.0356915,0,서울숲한신더휴 고산자로 164 
99,37.5555998,127.0357288,0,서울숲한신더휴 고산자로 164 
