deviceid,latitude,longitude,year,week,category
85.0,37.218272675,127.3455506,2019.0,44.0,"컴퓨터프로그래밍,정보서비스업>소프트웨어개발"
85.0,37.2193709,127.345406,2019.0,44.0,none
85.0,37.2581321,127.1168711,2019.0,44.0,"여행,명소>관람,체험"
85.0,37.1931834,127.2784213,2019.0,44.0,none
85.0,37.57980485,127.0025915,2019.0,44.0,"문화,예술>미술관"
85.0,37.5607274,127.0861611,2019.0,44.0,none
85.0,37.560722,127.08615445,2019.0,45.0,none
85.0,37.56507825,127.0363337,2019.0,45.0,수선>구두수선
85.0,37.56200815,127.03817455,2019.0,45.0,"한식>칼국수,만두"
85.0,37.5827033,127.08805165,2019.0,45.0,none
85.0,37.4930324,126.92499735,2019.0,45.0,"건강,의료>종합병원"
85.0,37.5668563,127.0530164,2019.0,45.0,none
85.0,37.5628123,127.0365946,2019.0,45.0,"공공,사회기관>의회"
