deviceid,latitude,longitude,year,week,category
142.0,37.370522,127.1127524,2019.0,46.0,none
142.0,37.5810928,126.9735696,2019.0,46.0,none
142.0,37.57118765,126.9770114,2019.0,46.0,"교통,운수>지하철,전철"
142.0,37.5621848,127.0408311,2019.0,46.0,"스포츠,오락>구민체육센터"
142.0,37.5606559,127.0404339,2019.0,46.0,none
142.0,37.56218105,127.04086335,2019.0,47.0,"스포츠,오락>구민체육센터"
142.0,37.3705227,127.1127498,2019.0,47.0,none
142.0,37.5720074,126.9771636,2019.0,47.0,한식>향토음식
142.0,37.5825953,126.9733417,2019.0,47.0,"여행,명소>박물관"
142.0,37.562026366666665,127.04100123333335,2019.0,48.0,"스포츠,오락>구민체육센터"
142.0,37.3705216,127.1127505,2019.0,48.0,none
142.0,37.565701425,127.041584425,2019.0,48.0,none
142.0,37.5696515,126.9773296,2019.0,48.0,"교통,운수>지하철,전철"
142.0,37.5608322,127.0402959,2019.0,48.0,none
142.0,37.5814344,126.9735,2019.0,48.0,none
142.0,37.3705235,127.1127524,2019.0,49.0,none
142.0,37.5621526,127.0408452,2019.0,49.0,"스포츠,오락>구민체육센터"
142.0,37.5630788,127.0398661,2019.0,50.0,주택>아파트
142.0,37.3705215,127.1127485,2019.0,50.0,none
142.0,37.3705245,127.1127505,2019.0,51.0,none
142.0,37.56194645,127.0405289,2019.0,51.0,none
142.0,37.5716593,126.97698,2019.0,51.0,"교통,운수>지하철,전철"
142.0,37.5650702,127.0438915,2019.0,51.0,none
142.0,37.5814184,126.9735472,2019.0,51.0,none
142.0,37.5662549,127.0421543,2019.0,51.0,none
142.0,37.57071801666667,126.97702321666667,2019.0,52.0,"교통,운수>지하철,전철"
142.0,37.561129675000004,127.0436536,2019.0,52.0,none
142.0,37.562022549999995,127.0411812,2019.0,52.0,"스포츠,오락>구민체육센터"
142.0,37.5789292,127.0404377,2019.0,52.0,none
142.0,37.5600638,127.0479735,2019.0,52.0,none
142.0,37.564926,127.04389144999999,2020.0,1.0,주택>아파트
142.0,37.5638577,126.9774326,2020.0,1.0,none
142.0,37.5707723,126.9771493,2020.0,1.0,"교통,운수>지하철,전철"
142.0,37.5720657,126.9772766,2020.0,1.0,한식>향토음식
142.0,37.565717,127.040537,2020.0,1.0,주택>아파트
142.0,37.3705201,127.1127485,2020.0,1.0,none
142.0,37.5609607,127.0396854,2020.0,1.0,none
142.0,37.568116,127.037228,2020.0,1.0,수선>구두수선
142.0,37.571831024999994,126.9771035,2020.0,2.0,"교통,운수>지하철,전철"
142.0,37.5705092,126.97992175,2020.0,2.0,"교통,운수>민영주차장"
142.0,37.5663823,127.0537103,2020.0,2.0,none
