deviceid,latitude,longitude,datetime,leaving_datetime
142,37.5643922,127.0397782,2020-01-31 02:53:21,2020-01-31 05:51:03
142,37.5643853,127.0397704,2020-01-31 07:16:32,2020-01-31 08:07:45
142,37.564398,127.03978910000001,2020-01-31 08:37:18,2020-01-31 09:49:51
142,37.5644008,127.039792,2020-01-31 12:29:27,2020-01-31 13:10:40
142,37.56439545,127.0397902,2020-01-31 13:11:45,2020-01-31 13:54:46
142,37.5644056,127.0397925,2020-01-31 14:23:12,2020-01-31 15:49:23
142,37.564406899999994,127.03979335,2020-01-31 15:50:29,2020-01-31 16:37:20
142,37.5643954,127.0397768,2020-01-31 20:15:34,2020-01-31 21:14:51
142,37.5643961,127.0397793,2020-01-31 21:46:15,2020-01-31 22:42:17
142,37.5643961,127.0397786,2020-01-31 23:29:04,2020-02-01 09:04:12
