deviceid,latitude,longitude,datetime,leaving_datetime
142,37.571808950000005,126.97711939999999,2020-02-16 10:28:24,2020-02-16 12:05:56
142,37.5642841,127.0402016,2020-02-16 12:26:42,2020-02-16 13:25:56
142,37.56445855,127.03961135,2020-02-16 13:25:56,2020-02-16 14:10:40
142,37.5644823,127.03976245,2020-02-16 14:10:40,2020-02-16 15:00:49
142,37.56445955,127.03976130000001,2020-02-16 15:50:26,2020-02-16 17:59:25
142,37.56448145,127.0397744,2020-02-16 18:09:46,2020-02-16 18:47:05
142,37.5638213,127.0397772,2020-02-16 19:15:29,2020-02-16 20:41:22
142,37.564487549999996,127.03977385,2020-02-16 20:57:36,2020-02-16 21:50:49
142,37.5638213,127.03974635,2020-02-16 22:03:00,2020-02-16 22:51:40
142,37.564479,127.039756,2020-02-16 23:45:42,2020-02-17 00:28:30
