deviceid,latitude,longitude,datetime,leaving_datetime
142,37.5644064,127.039815,2020-04-20 11:32:19,2020-04-20 14:12:32
142,37.56645675,127.05373565,2020-04-20 14:21:55,2020-04-20 14:58:54
142,37.564494350000004,127.0398144,2020-04-20 15:28:33,2020-04-20 16:30:21
142,37.5642756,127.040537,2020-04-20 16:30:21,2020-04-20 17:29:38
142,37.5640745,127.0418788,2020-04-20 17:43:53,2020-04-20 18:25:31
142,37.5643931,127.0397358,2020-04-20 18:25:31,2020-04-20 19:39:42
142,37.5644769,127.03981490000001,2020-04-20 19:57:54,2020-04-20 21:28:08
142,37.5642756,127.0397602,2020-04-20 21:50:49,2020-04-20 22:44:22
142,37.5640745,127.0418788,2020-04-20 23:04:45,2020-04-20 23:41:01
142,37.5644731,127.039805,2020-04-20 23:44:08,2020-04-21 10:32:09
