deviceid,latitude,longitude,arrive_time,leaving_time
142,37.5644807,127.0397582,2020-02-18 00:58:31,2020-02-18 03:36:37
142,37.5644734,127.0397557,2020-02-18 04:42:06,2020-02-18 05:34:09
142,37.5634458,127.0397859,2020-02-18 05:38:23,2020-02-18 09:12:18
142,37.563305,127.0396025,2020-02-18 10:01:25,2020-02-18 10:56:13
142,37.5644593,127.0397561,2020-02-18 11:38:54,2020-02-18 12:25:24
142,37.563305,127.0396025,2020-02-18 12:26:29,2020-02-18 13:15:04
142,37.563305,127.0396025,2020-02-18 13:16:05,2020-02-18 14:25:01
142,37.56448,127.0397567,2020-02-18 14:45:22,2020-02-18 20:06:01
142,37.5644817,127.0397576,2020-02-18 20:07:06,2020-02-18 22:29:25
142,37.564482749999996,127.03976184999999,2020-02-18 22:30:30,2020-02-19 02:53:38
