deviceid,latitude,longitude,datetime,leaving_datetime
142,37.56446455,127.03987065,2019-11-20 00:34:30,2019-11-20 10:20:46
142,37.56446905,127.03987665,2019-11-20 10:55:15,2019-11-20 11:42:38
142,37.5644574,127.0398704,2019-11-20 11:43:42,2019-11-20 12:38:29
142,37.56445625,127.03986995,2019-11-20 12:39:39,2019-11-20 13:30:47
142,37.5644632,127.0398742,2019-11-20 13:31:51,2019-11-20 14:35:25
142,37.5644562,127.0398742,2019-11-20 14:55:50,2019-11-20 16:07:55
142,37.5644654,127.0398731,2019-11-20 17:09:15,2019-11-20 18:25:35
142,37.5825953,126.9733417,2019-11-20 19:35:33,2019-11-20 20:53:19
142,37.5644581,127.039872,2019-11-20 22:15:45,2019-11-20 23:04:27
142,37.5638649,127.0408725,2019-11-20 23:19:37,2019-11-20 23:52:11
142,37.5644657,127.03987835000001,2019-11-20 23:58:17,2019-11-21 09:47:18
