deviceid,latitude,longitude,arrive_time,leaving_time
142,37.5643233,127.0396992,2020-04-15 00:30:51,2020-04-15 01:42:34
142,37.5644741,127.0397945,2020-04-15 01:43:40,2020-04-15 02:56:18
142,37.5643983,127.0397734,2020-04-15 04:07:14,2020-04-15 05:00:18
142,37.563812299999995,127.0395307,2020-04-15 05:27:04,2020-04-15 06:10:28
142,37.5644819,127.039822,2020-04-15 08:12:56,2020-04-15 11:05:08
142,37.56447535,127.0397911,2020-04-15 11:21:19,2020-04-15 12:19:32
142,37.5642507,127.0396617,2020-04-15 12:34:22,2020-04-15 13:48:15
142,37.5644823,127.0397982,2020-04-15 16:05:07,2020-04-15 18:04:43
142,37.5652277,127.0418788,2020-04-15 18:04:43,2020-04-15 20:00:43
142,37.5644839,127.0397962,2020-04-15 20:00:43,2020-04-15 23:39:38
