deviceid,latitude,longitude,year,week,category
262.0,37.565179083333334,127.02254693333333,2019.0,48.0,none
262.0,37.659443249999995,126.62657300000001,2019.0,48.0,none
262.0,37.56396825,127.02047195,2019.0,48.0,none
262.0,37.56454005,127.01518300000001,2019.0,48.0,"건강,의료>보건소"
262.0,37.507423200000005,127.131223825,2019.0,48.0,none
262.0,37.6415928,126.6146738,2019.0,48.0,none
262.0,37.6534585,127.05793545,2019.0,48.0,"공공,사회기관>우체국"
262.0,37.56612095,127.0092156,2019.0,48.0,none
262.0,37.51388615,127.1050668,2019.0,48.0,주택>오피스텔
262.0,37.510033,127.102125,2019.0,48.0,"문화,예술>복합문화공간"
262.0,37.56380735,127.0357021,2019.0,48.0,주택>오피스텔
262.0,37.554193516666665,127.01627111666666,2019.0,49.0,주택>아파트
262.0,37.56395413333333,127.02044696666667,2019.0,49.0,none
262.0,37.5645329,127.01514275,2019.0,49.0,"건강,의료>보건소"
262.0,37.5074309,127.1312259,2019.0,49.0,none
262.0,37.5559631,127.1483423,2019.0,49.0,"사회,복지>장애인종합복지관"
262.0,37.5538749,127.0136959,2019.0,49.0,주택>아파트
262.0,37.5668727,127.0168631,2019.0,49.0,주택>아파트
262.0,37.563807,126.9976804,2019.0,49.0,"공공,사회기관>구청"
262.0,37.5654725,126.9955676,2019.0,49.0,"쇼핑,유통>상가,아케이드"
262.0,37.55575975,127.01121685,2019.0,49.0,none
262.0,37.5666175,127.0086322,2019.0,49.0,none
