deviceid,latitude,longitude,year,week,category
207.0,37.565093974999996,127.03635595,2019.0,47.0,수선>구두수선
207.0,37.5637095,127.0342663,2019.0,47.0,none
207.0,37.57029105,126.98432045,2019.0,47.0,수선>구두수선
207.0,37.57026495,126.98757015,2019.0,47.0,"생활,편의>편의점"
207.0,37.5647797,126.9878143,2019.0,47.0,none
207.0,37.4948036,127.0788696,2019.0,48.0,none
207.0,37.44049455,127.1443469,2019.0,48.0,"시설,건물>기업,빌딩"
207.0,37.5649949,126.9878022,2019.0,48.0,none
207.0,37.5650986,127.03632487499999,2019.0,49.0,수선>구두수선
207.0,37.4404606,127.1443828,2019.0,49.0,"시설,건물>기업,빌딩"
207.0,37.56156945,127.0383178,2019.0,49.0,"한식>칼국수,만두"
207.0,37.5634952,127.0367386,2019.0,49.0,"공공,사회기관>구청"
207.0,37.5282336,126.91785165,2019.0,49.0,"교통,운수>지하철,전철"
207.0,37.5601775,127.013998,2019.0,49.0,none
