deviceid,latitude,longitude,arrive_time,leaving_time
113,37.56861815,127.03429295000001,2019-11-06 07:12:22,2019-11-06 08:46:06
113,37.5686236,127.0342884,2019-11-06 08:47:08,2019-11-06 09:47:13
113,37.5686158,127.03432000000001,2019-11-06 09:48:16,2019-11-06 23:32:10
113,37.567166549999996,127.0056054,2019-11-07 00:47:04,2019-11-07 02:10:53
113,37.57074485,127.0338234,2019-11-07 02:36:22,2019-11-07 03:21:31
113,37.5686238,127.0343013,2019-11-07 04:06:02,2019-11-07 05:47:05
113,37.5686207,127.03431029999999,2019-11-07 06:15:16,2019-11-07 07:20:05
113,37.5686218,127.0343075,2019-11-07 08:18:02,2019-11-07 10:41:10
113,37.56860695,127.0343014,2019-11-07 10:42:21,2019-11-07 22:36:57
113,37.56094145,127.030388,2019-11-07 22:42:37,2019-11-08 01:45:32
113,37.5686246,127.0343001,2019-11-08 01:54:03,2019-11-09 04:43:23
113,37.5686235,127.0342972,2019-11-09 06:33:07,2019-11-09 11:20:05
113,37.5686185,127.0343013,2019-11-09 11:21:08,2019-11-09 13:18:32
113,37.568614499999995,127.0342854,2019-11-09 13:20:11,2019-11-09 13:58:15
113,37.5686273,127.0342932,2019-11-09 13:59:17,2019-11-09 18:26:29
113,37.5686011,127.034317,2019-11-09 18:52:42,2019-11-09 19:30:21
113,37.568616399999996,127.03428790000001,2019-11-09 19:31:24,2019-11-09 20:02:05
113,37.5686238,127.0342995,2019-11-09 20:19:16,2019-11-10 03:11:03
113,37.5665961,127.0420499,2019-11-10 03:45:54,2019-11-10 04:21:23
113,37.56973975,127.03423724999999,2019-11-10 04:28:25,2019-11-10 05:48:50
113,37.5685998,127.0342742,2019-11-10 06:20:22,2019-11-10 11:42:10
113,37.5685998,127.0342804,2019-11-10 11:43:13,2019-11-10 19:32:23
113,37.5685861,127.0342886,2019-11-10 19:33:25,2019-11-10 22:40:26
113,37.5609411,127.0303876,2019-11-10 22:59:45,2019-11-11 01:44:41
113,37.5685853,127.0342679,2019-11-11 01:50:23,2019-11-11 05:45:05
113,37.568595450000004,127.03426155,2019-11-11 05:46:11,2019-11-11 10:47:19
113,37.568577,127.03426354999999,2019-11-11 10:48:58,2019-11-11 22:38:32
113,37.5609453,127.0303842,2019-11-11 22:44:16,2019-11-12 01:49:02
113,37.568594,127.0343023,2019-11-12 02:34:57,2019-11-12 06:27:05
113,37.5685771,127.0342922,2019-11-12 08:07:09,2019-11-12 22:43:14
113,37.560943,127.0303959,2019-11-12 22:46:07,2019-11-13 01:36:41
113,37.5686183,127.034288,2019-11-13 01:51:33,2019-11-13 22:30:35
113,37.56094455,127.03040085,2019-11-13 22:40:51,2019-11-14 01:55:01
113,37.5686145,127.0342967,2019-11-14 02:00:26,2019-11-14 22:44:20
113,37.5609401,127.03038895,2019-11-14 22:49:19,2019-11-15 00:47:24
113,37.5609373,127.03039705,2019-11-15 00:49:34,2019-11-15 01:45:48
113,37.5686136,127.03431075,2019-11-15 02:08:17,2019-11-15 06:08:05
113,37.5686236,127.03430325,2019-11-15 06:11:10,2019-11-15 09:25:51
113,37.5685941,127.0343143,2019-11-15 09:26:54,2019-11-17 05:42:06
