deviceid,poi,count
268,주택,6
268,"시설,건물",4
268,"공공,사회기관",3
268,"쇼핑,유통",3
268,"교통,운수",2
268,"사회,복지",1
268,교통시설,1
268,종교,1
268,"건강,의료",1
268,미용,1
268,"여객,화물운송",1
