deviceid,latitude,longitude,arrive_time,leaving_time
217,37.486865300000005,127.10352865,2019-11-22 02:24:24,2019-11-22 02:59:19
217,37.4957672,127.1234624,2019-11-22 04:15:54,2019-11-22 04:49:07
217,37.4874043,127.1021388,2019-11-22 04:51:09,2019-11-22 05:24:34
217,37.5415797,126.9500068,2019-11-22 06:42:35,2019-11-22 09:12:22
217,37.5448972,126.95070405,2019-11-22 09:12:22,2019-11-22 10:15:17
217,37.4865653,127.1048228,2019-11-22 12:00:35,2019-11-22 12:58:48
217,37.4865451,127.104836,2019-11-22 12:58:48,2019-11-22 17:50:26
217,37.4865477,127.1048276,2019-11-22 17:50:26,2019-11-22 19:16:22
217,37.4865474,127.104841,2019-11-22 19:24:23,2019-11-22 21:03:59
217,37.49631825,127.1234874,2019-11-22 21:20:24,2019-11-22 23:27:36
217,37.4873951,127.10172955,2019-11-22 23:29:38,2019-11-23 01:13:04
