deviceid,latitude,longitude,year,week,category
217.0,37.558844675,127.03220775,2019.0,47.0,종교>개신교
217.0,37.4873997,127.101934175,2019.0,47.0,"교통,운수>지하철,전철"
217.0,37.496042725,127.12347489999999,2019.0,47.0,"건강,의료>국립병원"
217.0,37.56136655,127.03816235,2019.0,47.0,"한식>칼국수,만두"
217.0,37.54074445,127.01880715,2019.0,47.0,none
217.0,37.5448972,126.95070405,2019.0,47.0,주택>주상복합
217.0,37.5415797,126.9500068,2019.0,47.0,none
217.0,37.5665967,127.0326955,2019.0,47.0,경찰서>지구대
217.0,37.5704513,126.9961591,2019.0,47.0,수선>구두수선
217.0,37.564890250000005,126.9879175,2019.0,47.0,"시설,건물>기업,빌딩"
217.0,37.5650889,127.0363334,2019.0,47.0,수선>구두수선
217.0,37.48739296666667,127.10160185000001,2019.0,48.0,"교통,운수>지하철,전철"
217.0,37.56508885,127.03630745,2019.0,48.0,수선>구두수선
217.0,37.56663905,127.0328501,2019.0,48.0,"건강,의료>시립,도립병원"
217.0,37.564835975,126.987995375,2019.0,48.0,"시설,건물>기업,빌딩"
217.0,37.561341,127.03842925000001,2019.0,48.0,"한식>칼국수,만두"
217.0,37.55669215,126.89730995,2019.0,48.0,"스포츠,오락>구민체육센터"
217.0,37.5257877,126.9384832,2019.0,48.0,음식점>패밀리레스토랑
217.0,37.51975045,126.94044515,2019.0,48.0,"서비스,산업>기업"
217.0,37.5704651,126.9961539,2019.0,48.0,수선>구두수선
217.0,37.4963265,127.123457,2019.0,48.0,"건강,의료>국립병원"
