deviceid,latitude,longitude,year,week,category
250.0,37.58693941,127.0187842,2019.0,48.0,none
250.0,37.560566225,126.855989025,2019.0,48.0,none
250.0,37.57216135,126.81184675,2019.0,48.0,주택>아파트
250.0,37.51847315,126.985283,2019.0,48.0,종교>개신교
250.0,37.5580508,126.8618912,2019.0,48.0,"쇼핑,유통>슈퍼,마트"
250.0,37.58931385,127.01702775,2019.0,48.0,"공공,사회기관>구청"
250.0,37.55835845,126.85484795,2019.0,48.0,none
250.0,37.56762285000001,126.81664715,2019.0,48.0,"교통,운수>지하철,전철"
250.0,37.56399246666667,126.80368523333334,2019.0,49.0,"교통,운수>지하철,전철"
250.0,37.562750816666664,126.85723565,2019.0,49.0,none
250.0,37.5280804,126.9179666,2019.0,49.0,"교통,운수>지하철,전철"
250.0,37.55849205,126.85475635,2019.0,49.0,none
250.0,37.5606375,126.8556622,2019.0,49.0,none
250.0,37.5162031,126.8610663,2019.0,49.0,"시설,건물>기업,빌딩"
250.0,37.51232245,126.86585595,2019.0,49.0,none
