deviceid,latitude,longitude,cluster,address
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2452896,127.552953,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.24487125,127.5540391,0, 장령산로 519 
65,36.2462132,127.5536191,0,none
65,36.2462132,127.5536191,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2455487,127.55392615,0, 장령산로 519 
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2452896,127.552953,0,none
65,36.2462132,127.5536191,0,none
65,36.2462132,127.5536191,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
65,36.2448842,127.5542332,0,none
