deviceid,latitude,longitude,datetime,leaving_datetime,cluster
270,37.5869327,127.0184863,2019-11-26 15:39:15,2019-11-26 16:24:29,8
270,37.5869428,127.0187132,2019-11-26 16:44:51,2019-11-26 18:07:46,8
270,37.5136572,126.8890428,2019-11-26 19:34:38,2019-11-27 09:49:29,0
270,37.5174634,126.8952207,2019-11-27 09:56:47,2019-11-27 10:45:04,7
270,37.5499745,127.09787725,2019-11-27 11:31:34,2019-11-27 14:54:20,6
270,37.56044565,127.0057029,2019-11-27 16:09:17,2019-11-27 17:13:40,16
270,37.5580647,127.0066484,2019-11-27 17:13:40,2019-11-27 21:54:40,15
270,37.5136527,126.8890342,2019-11-27 22:22:38,2019-11-28 12:10:13,0
270,37.5090445,126.8894751,2019-11-28 12:18:47,2019-11-28 13:36:33,14
270,37.5269816,126.91792665,2019-11-28 14:03:25,2019-11-28 15:58:28,1
270,37.513639,126.8890281,2019-11-28 16:46:59,2019-11-28 17:17:21,0
270,37.5136579,126.8890454,2019-11-28 17:45:24,2019-11-29 09:34:34,0
270,37.51364315,126.8890315,2019-11-29 09:38:34,2019-11-29 12:30:40,0
270,37.5499748,127.0978708,2019-11-29 13:14:37,2019-11-29 16:41:32,6
270,37.5182297,126.8955182,2019-11-29 18:10:12,2019-11-29 20:47:45,7
270,37.5136405,126.8890337,2019-11-29 21:05:13,2019-11-30 03:23:55,0
270,37.5136537,126.889035,2019-11-30 03:24:55,2019-12-01 11:23:15,0
270,37.56025525,126.84588825,2019-12-01 11:41:23,2019-12-01 16:10:41,5
270,37.5136517,126.8890334,2019-12-01 16:38:14,2019-12-02 10:08:06,0
270,37.52603155,126.89142675,2019-12-02 10:26:57,2019-12-02 16:23:28,4
270,37.5136523,126.8890343,2019-12-02 16:48:05,2019-12-03 11:05:04,0
270,37.5651559,127.0228929,2019-12-03 11:47:38,2019-12-03 13:03:30,13
270,37.5283813,126.9181425,2019-12-03 14:20:09,2019-12-03 15:34:03,1
270,37.5267536,126.9183479,2019-12-03 15:34:03,2019-12-03 16:58:38,1
270,37.52622235,126.9184927,2019-12-03 17:09:58,2019-12-03 18:40:53,1
270,37.5136568,126.8890098,2019-12-03 18:57:34,2019-12-04 12:13:06,0
270,37.52507215,126.89526785,2019-12-04 12:33:10,2019-12-04 15:32:41,12
270,37.51364165,126.8890191,2019-12-04 15:54:17,2019-12-04 18:14:16,0
270,37.5136575,126.8890096,2019-12-04 18:15:30,2019-12-05 10:26:57,0
270,37.526819,126.89166175,2019-12-05 10:45:52,2019-12-05 11:48:37,4
270,37.5640209,127.0353955,2019-12-05 12:30:03,2019-12-05 14:03:18,3
270,37.5650966,127.03630355,2019-12-05 14:06:14,2019-12-05 15:56:37,3
270,37.5650759,127.036298,2019-12-05 15:56:37,2019-12-05 16:35:23,3
270,37.51365195,126.8890128,2019-12-05 17:39:04,2019-12-06 09:51:30,0
270,37.5254563,126.9262898,2019-12-06 12:11:20,2019-12-06 12:57:11,2
270,37.5243732,126.9278221,2019-12-06 13:09:33,2019-12-06 14:43:06,2
270,37.5256,126.9261407,2019-12-06 14:43:06,2019-12-06 15:55:52,2
270,37.5136569,126.8890095,2019-12-06 16:49:26,2019-12-08 09:49:19,0
270,37.5602555,126.84588505,2019-12-08 10:55:14,2019-12-08 16:38:13,5
270,37.56158935,126.8535099,2019-12-08 16:51:30,2019-12-08 19:25:50,11
270,37.51363635,126.889015,2019-12-08 20:05:41,2019-12-08 20:58:20,0
270,37.5136486,126.8890179,2019-12-08 21:03:34,2019-12-09 07:16:23,0
270,37.513657,126.889005,2019-12-09 07:18:37,2019-12-09 10:11:43,0
270,37.5268119,126.8916396,2019-12-09 10:31:45,2019-12-09 12:55:44,4
270,37.5412835,126.8911477,2019-12-09 14:17:44,2019-12-09 17:02:09,10
270,37.53776945,126.89455735,2019-12-09 17:05:14,2019-12-09 18:56:23,9
270,37.5136559,126.8890102,2019-12-09 19:14:12,2019-12-10 00:14:30,0
270,37.5136578,126.88900935,2019-12-10 00:15:30,2019-12-10 07:09:20,0
