deviceid,latitude,longitude,datetime,leaving_datetime,cluster
113,37.56861815,127.03429295,2019-11-06 16:12:22,2019-11-06 17:46:06,0
113,37.5686236,127.0342884,2019-11-06 17:47:08,2019-11-06 18:47:13,0
113,37.5686158,127.03432,2019-11-06 18:48:16,2019-11-07 08:32:10,0
113,37.56716655,127.0056054,2019-11-07 09:47:04,2019-11-07 11:10:53,3
113,37.570745,127.0338327,2019-11-07 11:36:22,2019-11-07 12:21:31,0
113,37.5686238,127.0343013,2019-11-07 13:06:02,2019-11-07 14:47:05,0
113,37.5686207,127.0343103,2019-11-07 15:15:16,2019-11-07 16:20:05,0
113,37.5686218,127.0343075,2019-11-07 17:18:02,2019-11-07 19:41:10,0
113,37.56860695,127.0343014,2019-11-07 19:42:21,2019-11-08 07:36:57,0
113,37.5609407,127.0303878,2019-11-08 07:42:37,2019-11-08 10:45:32,1
113,37.5686246,127.0343001,2019-11-08 10:54:03,2019-11-09 13:43:23,0
113,37.5686235,127.0342972,2019-11-09 15:33:07,2019-11-09 20:20:05,0
113,37.5686185,127.0343013,2019-11-09 20:21:08,2019-11-09 22:18:32,0
113,37.5686145,127.0342854,2019-11-09 22:20:11,2019-11-09 22:58:15,0
113,37.5686273,127.0342932,2019-11-09 22:59:17,2019-11-10 03:26:29,0
113,37.5686011,127.034317,2019-11-10 03:52:42,2019-11-10 04:30:21,0
113,37.5686164,127.0342879,2019-11-10 04:31:24,2019-11-10 05:02:05,0
113,37.5686238,127.0342995,2019-11-10 05:19:16,2019-11-10 12:11:03,0
113,37.5665961,127.0420499,2019-11-10 12:45:54,2019-11-10 13:21:23,2
113,37.56973975,127.03423725,2019-11-10 13:28:25,2019-11-10 14:48:50,0
113,37.5685998,127.0342742,2019-11-10 15:20:22,2019-11-10 20:42:10,0
113,37.5685998,127.0342804,2019-11-10 20:43:13,2019-11-11 04:32:23,0
113,37.5685861,127.0342886,2019-11-11 04:33:25,2019-11-11 07:40:26,0
113,37.5609393,127.0303875,2019-11-11 07:59:45,2019-11-11 10:44:41,1
113,37.5685853,127.0342679,2019-11-11 10:50:23,2019-11-11 14:45:05,0
113,37.56859545,127.03426155,2019-11-11 14:46:11,2019-11-11 19:47:19,0
113,37.568577,127.03426355,2019-11-11 19:48:58,2019-11-12 07:38:32,0
113,37.5609453,127.0303842,2019-11-12 07:44:16,2019-11-12 10:49:02,1
113,37.568594,127.0343023,2019-11-12 11:34:57,2019-11-12 15:27:05,0
113,37.5685771,127.0342922,2019-11-12 17:07:09,2019-11-13 07:43:14,0
113,37.560943,127.0303959,2019-11-13 07:46:07,2019-11-13 10:36:41,1
113,37.5686183,127.034288,2019-11-13 10:51:33,2019-11-14 07:30:35,0
113,37.56094405,127.03040085,2019-11-14 07:40:51,2019-11-14 10:55:01,1
113,37.5686145,127.0342968,2019-11-14 11:00:26,2019-11-15 07:44:20,0
113,37.5609401,127.03038895,2019-11-15 07:49:19,2019-11-15 09:47:24,1
113,37.5609373,127.03039705,2019-11-15 09:49:34,2019-11-15 10:45:48,1
113,37.5686136,127.03431075,2019-11-15 11:08:17,2019-11-15 15:08:05,0
113,37.5686236,127.03430325,2019-11-15 15:11:10,2019-11-15 18:25:51,0
113,37.5685941,127.0343143,2019-11-15 18:26:54,2019-11-17 14:42:06,0
