deviceid,poi,count
319,"공공,사회기관",8
319,"교육,학문",3
319,"쇼핑,유통",1
319,술집,1
319,"문화,예술",1
319,반려동물용품,1
319,양식,1
319,"교통,운수",1
319,주택,1
319,"시설,건물",1
319,종교,1
