deviceid,latitude,longitude,cluster,address
51,37.5634828,127.03673875,0,성동구청
51,37.5646306,127.035696,0,유진자동차공업사
51,37.56461779999999,127.03567705,0,유진자동차공업사
51,37.5646166,127.0356865,0,유진자동차공업사
51,37.5645252,127.0355546,0,왕십리로20길 16
51,37.56455745,127.0355999,0,왕십리로20길 16
51,37.563978000000006,127.03548555,0,왕십리로20길 16
51,37.5645286,127.0355509,0,왕십리로20길 16
51,37.5645566,127.0355969,0,왕십리로20길 16
51,37.56456415,127.0356104,0,왕십리로20길 16
51,37.56453555,127.0355827,0,왕십리로20길 16
51,37.5645401,127.035599,0,왕십리로20길 16
51,37.564534,127.0355591,0,왕십리로20길 16
51,37.56456175,127.03559965,0,왕십리로20길 16
51,37.5645357,127.03555745,0,왕십리로20길 16
51,37.5634843,127.0367183,0,성동구청
51,37.56406855,127.03545355,0,왕십리로20길 16
51,37.5645603,127.0356396,0,유진자동차공업사
51,37.563475,127.0366996,0,성동구청
51,37.56456595,127.0356534,0,유진자동차공업사
51,37.56456605,127.0356597,0,유진자동차공업사
51,37.5645657,127.0356576,0,유진자동차공업사
51,37.56455795,127.03562635,0,유진자동차공업사
51,37.5645641,127.035673,0,유진자동차공업사
51,37.56461885,127.03572265,0,유진자동차공업사
51,37.5646017,127.03572455,0,유진자동차공업사
