deviceid,latitude,longitude,datetime,leaving_datetime,cluster
151,37.5703822,127.0336335,2019-11-15 10:56:01,2019-11-15 11:34:49,10
151,37.5748307,127.0797275,2019-11-15 11:51:38,2019-11-15 15:15:37,0
151,37.5748344,127.07973,2019-11-15 15:17:41,2019-11-16 10:19:06,0
151,37.54446885,127.1265023,2019-11-16 11:36:45,2019-11-16 12:54:16,1
151,37.5442248,127.1259187,2019-11-16 14:01:07,2019-11-16 14:32:42,1
151,37.57484315,127.0797301,2019-11-16 16:28:00,2019-11-17 00:20:48,0
151,37.5748432,127.079735,2019-11-17 00:24:20,2019-11-17 08:07:07,0
151,37.5749999,127.0794395,2019-11-17 08:12:59,2019-11-17 08:51:44,0
151,37.574828,127.0797321,2019-11-17 09:34:36,2019-11-17 12:54:24,0
151,37.57484925,127.0797348,2019-11-17 12:58:20,2019-11-17 13:43:19,0
151,37.5748439,127.0797352,2019-11-17 13:45:20,2019-11-17 18:32:16,0
151,37.5748389,127.07972565,2019-11-17 18:33:17,2019-11-17 21:14:02,0
151,37.574845,127.0797334,2019-11-17 21:15:24,2019-11-18 05:49:52,0
151,37.5748276,127.0797257,2019-11-18 05:50:53,2019-11-18 07:02:48,0
151,37.5748415,127.0797301,2019-11-18 07:04:09,2019-11-18 09:01:35,0
151,37.54451605,127.12629635,2019-11-18 10:39:37,2019-11-18 11:48:55,1
151,37.5379346,127.12352945,2019-11-18 12:06:28,2019-11-18 12:42:30,9
151,37.5748366,127.0797275,2019-11-18 14:03:02,2019-11-18 15:15:24,0
151,37.57482435,127.07972885,2019-11-18 15:39:59,2019-11-18 16:20:41,0
151,37.5748275,127.0797419,2019-11-18 16:29:19,2019-11-18 20:00:42,0
151,37.5748339,127.0797149,2019-11-18 20:02:42,2019-11-18 21:14:43,0
151,37.5748493,127.07974115,2019-11-18 21:15:44,2019-11-18 23:57:18,0
151,37.5748396,127.0797317,2019-11-18 23:59:21,2019-11-19 08:38:17,0
151,37.5748325,127.0797129,2019-11-19 08:40:19,2019-11-19 09:14:54,0
151,37.5443947,127.1263427,2019-11-19 10:06:57,2019-11-19 11:30:41,1
151,37.574826,127.0797241,2019-11-19 12:52:41,2019-11-19 13:23:39,0
151,37.5748335,127.0797195,2019-11-19 13:23:39,2019-11-19 15:45:49,0
151,37.5748395,127.0797193,2019-11-19 15:47:51,2019-11-20 09:29:04,0
151,37.5442891,127.1262249,2019-11-20 10:51:09,2019-11-20 12:16:08,1
151,37.58354605,127.08602645,2019-11-20 14:39:35,2019-11-20 15:37:22,8
