deviceid,latitude,longitude,year,week,category
94.0,37.566152224999996,127.033725825,2019.0,44.0,종교>천주교
94.0,37.56430765,127.034987075,2019.0,44.0,주택>아파트
94.0,37.564391,127.0287617,2019.0,44.0,none
94.0,37.3991271,126.9442249,2019.0,44.0,none
94.0,37.53582885,126.9731781,2019.0,44.0,수선>구두수선
94.0,37.5613274,127.038051,2019.0,45.0,"한식>칼국수,만두"
94.0,37.5659801,127.0336261,2019.0,45.0,종교>천주교
94.0,37.5643917,127.0287571,2019.0,45.0,none
94.0,37.5653474,127.0292163,2019.0,45.0,주택>아파트
94.0,37.56283275,126.97759715,2019.0,45.0,none
94.0,37.5608477,126.9791544,2019.0,45.0,none
94.0,37.55951805,126.9768239,2019.0,45.0,none
94.0,37.5687827,126.9899404,2019.0,45.0,none
94.0,37.5701682,126.9909089,2019.0,45.0,"생활,편의>편의점"
94.0,37.4378367,127.1405885,2019.0,45.0,none
94.0,37.5665625,127.0326445,2019.0,45.0,수선>구두수선
94.0,37.56641775,127.02943965,2019.0,45.0,주택>아파트
94.0,37.5652169,127.0188142,2019.0,45.0,none
94.0,37.5635788,126.9866485,2019.0,45.0,종교>천주교
94.0,37.8382649,127.0357127,2019.0,45.0,none
94.0,37.4379438,127.14101735,2019.0,46.0,none
94.0,37.5679472,127.00879395,2019.0,46.0,"생활,편의>편의점"
94.0,37.5355152,127.08365275,2019.0,46.0,"건강,의료>종합병원"
94.0,37.4969001,127.0320152,2019.0,46.0,none
94.0,37.5715394,127.0136838,2019.0,46.0,none
94.0,37.57086125,127.009855,2019.0,46.0,none
94.0,37.5700861,127.0322815,2019.0,46.0,none
94.0,37.5643074,127.0348296,2019.0,46.0,주택>아파트
94.0,37.5773545,126.9998534,2019.0,46.0,"건강,의료>종합병원"
94.0,37.5643922,127.0287639,2019.0,46.0,none
94.0,37.5697478,127.0342122,2019.0,47.0,none
