deviceid,latitude,longitude,year,week,category
268.0,37.526982425,126.917916475,2019.0,48.0,"사회,복지>장애인복지시설"
268.0,37.5367477,127.1254431,2019.0,48.0,none
268.0,37.5634942,126.851525,2019.0,48.0,none
268.0,37.5270115,126.893686,2019.0,48.0,none
268.0,37.5268565,126.8916488,2019.0,48.0,"시설,건물>기업,빌딩"
268.0,37.52666392,126.89161598999999,2019.0,49.0,"시설,건물>기업,빌딩"
268.0,37.528320225,126.91797745,2019.0,49.0,"교통,운수>지하철,전철"
268.0,37.5381282,127.12609325,2019.0,49.0,"시설,건물>기업,빌딩"
268.0,37.5410723,127.1255626,2019.0,49.0,주택>아파트
268.0,37.53841305,127.12416365,2019.0,49.0,none
268.0,37.51821795,127.14018485,2019.0,49.0,종교>개신교
268.0,37.4490593,126.4517708,2019.0,49.0,"교통,운수>지하철,전철"
268.0,37.46763895,126.4331162,2019.0,49.0,"여객,화물운송>항공"
268.0,37.5388959,126.7358135,2019.0,49.0,주택>오피스텔
268.0,37.5717496,126.736357,2019.0,49.0,"교통,운수>지하철,전철"
268.0,37.5181944,126.8956453,2019.0,49.0,"쇼핑,유통>슈퍼,마트"
268.0,37.5250575,126.8952627,2019.0,49.0,none
268.0,37.5262212,126.89609,2019.0,49.0,"음식점>카페,디저트"
268.0,37.5262348,126.9184186,2019.0,49.0,none
268.0,37.5220223,126.8946358,2019.0,49.0,"쇼핑,유통>상가,아케이드"
268.0,37.526849500000004,126.89580586666666,2019.0,50.0,"건강,의료>종합병원"
268.0,37.526544666666666,126.89160816666667,2019.0,50.0,"시설,건물>기업,빌딩"
268.0,37.540415775,126.891136425,2019.0,50.0,주택>아파트
268.0,37.5066951,126.8904175,2019.0,50.0,"쇼핑,유통>쇼핑센터,할인매장"
268.0,37.52321285,126.90965305,2019.0,50.0,"건강,의료>종합병원"
268.0,37.5377967,126.894607,2019.0,50.0,미용>경락마사지
268.0,37.5181926,127.1401823,2019.0,51.0,종교>개신교
268.0,37.5122947,126.8873006,2019.0,51.0,none
268.0,37.5428815,127.0453233,2019.0,51.0,"시설,건물>기업,빌딩"
268.0,37.5267683,126.8915735,2019.0,51.0,"시설,건물>기업,빌딩"
268.0,37.5447837,126.9505775,2019.0,51.0,주택>주상복합
268.0,37.5251257,126.90312885,2019.0,51.0,none
268.0,37.5268493,126.8958412,2019.0,51.0,"건강,의료>종합병원"
268.0,37.5170833,126.88945845,2019.0,51.0,"시설,건물>기업,빌딩"
268.0,37.52681265,126.89163775,2019.0,52.0,"시설,건물>기업,빌딩"
268.0,37.5268705,126.895818125,2019.0,52.0,"건강,의료>종합병원"
268.0,37.5071027,126.8904846,2019.0,52.0,"쇼핑,유통>쇼핑센터,할인매장"
268.0,37.5495149,127.1274924,2019.0,52.0,none
268.0,37.536717,127.1255727,2019.0,52.0,none
268.0,37.5183453,126.89572805,2019.0,52.0,"쇼핑,유통>슈퍼,마트"
268.0,37.5302662,126.8990939,2019.0,52.0,none
268.0,37.5129961,127.101258475,2020.0,1.0,주택>오피스텔
268.0,37.518267125,126.89558224999999,2020.0,1.0,"쇼핑,유통>슈퍼,마트"
268.0,37.5392535,127.1276075,2020.0,1.0,none
268.0,37.536734,127.1255234,2020.0,1.0,none
268.0,37.5635033,126.8515437,2020.0,1.0,none
268.0,37.5067448,126.8905344,2020.0,1.0,"쇼핑,유통>쇼핑센터,할인매장"
268.0,37.5097311,126.8880971,2020.0,1.0,주택>오피스텔
268.0,37.564785,126.9880445,2020.0,1.0,none
268.0,37.6759393,126.89001525,2020.0,1.0,none
268.0,37.5532606,127.1550184,2020.0,2.0,"시설,건물>기업,빌딩"
268.0,37.5546958,127.1540627,2020.0,2.0,"시설,건물>기업,빌딩"
268.0,37.5068017,126.89047725,2020.0,2.0,"쇼핑,유통>쇼핑센터,할인매장"
268.0,37.5268521,126.8916716,2020.0,2.0,"시설,건물>기업,빌딩"
268.0,37.56337985,126.85143975,2020.0,3.0,none
