deviceid,latitude,longitude,arrive_time,leaving_time
64,37.554788599999995,127.0265211,2019-10-30 01:59:02,2019-10-30 06:15:22
64,37.5618487,127.0149112,2019-10-30 06:27:02,2019-10-30 07:29:44
64,37.55732005,127.0244258,2019-10-30 07:39:51,2019-10-30 08:23:09
64,37.55442315,127.0274297,2019-10-30 08:41:51,2019-10-30 09:16:09
64,37.5697829,127.023643,2019-10-30 10:21:12,2019-10-30 15:40:46
64,37.5548089,127.0267764,2019-10-30 16:01:42,2019-10-30 17:40:38
64,37.554419499999995,127.027056,2019-10-30 18:02:23,2019-10-30 19:11:05
64,37.554465,127.0270486,2019-10-30 20:05:20,2019-10-30 22:59:13
64,37.5548033,127.026439,2019-10-30 23:17:48,2019-10-30 23:49:30
64,37.55475855,127.0270148,2019-10-30 23:49:30,2019-10-31 00:45:07
