deviceid,latitude,longitude,year,week,category
322.0,37.5562651,126.8992242,2019.0,49.0,주택>아파트
322.0,37.5202676,127.1354088,2019.0,49.0,"교육,학문>고등학교"
322.0,37.5211352,127.1333976,2019.0,49.0,"교통,운수>지하철,전철"
322.0,37.57837735,127.0016414,2019.0,49.0,none
322.0,37.5799167,127.003482,2019.0,49.0,none
322.0,37.5869274,127.0187926,2019.0,49.0,none
322.0,37.57993703333333,127.00349511666667,2019.0,50.0,none
322.0,37.5571495,127.0884907,2019.0,50.0,none
322.0,37.5886539,127.016977,2019.0,50.0,none
322.0,37.5893756,127.0076335,2019.0,50.0,"시설,건물>기업,빌딩"
322.0,37.5912698,127.0123536,2019.0,50.0,none
322.0,37.5906066,127.010706,2019.0,50.0,none
322.0,37.5783367,127.0016708,2019.0,50.0,none
322.0,37.52696495,126.9179082,2019.0,50.0,"사회,복지>장애인복지시설"
