deviceid,latitude,longitude,datetime,leaving_datetime
322,37.5869274,127.0187926,2019-12-06 14:23:45,2019-12-06 15:15:40
322,37.5799167,127.003482,2019-12-06 15:41:23,2019-12-06 19:34:29
322,37.57837735,127.0016414,2019-12-06 19:34:29,2019-12-06 20:58:22
322,37.5556407,127.089237,2019-12-06 21:20:23,2019-12-07 10:39:56
322,37.5556367,127.0892117,2019-12-07 10:41:13,2019-12-08 09:14:49
322,37.5211352,127.1333976,2019-12-08 09:51:38,2019-12-08 11:04:08
322,37.5202676,127.1354088,2019-12-08 11:56:49,2019-12-08 12:29:33
322,37.5562651,126.8992242,2019-12-08 13:24:15,2019-12-08 17:17:25
322,37.55563895,127.08922195,2019-12-08 18:34:05,2019-12-09 10:43:21
322,37.5556369,127.0892092,2019-12-09 10:43:21,2019-12-09 13:52:38
322,37.5799678,127.0035359,2019-12-09 14:42:45,2019-12-09 19:36:02
322,37.5556401,127.0892345,2019-12-09 20:22:54,2019-12-10 17:03:38
322,37.579910850000005,127.0034885,2019-12-10 18:00:53,2019-12-10 20:53:58
322,37.55563775,127.0892092,2019-12-10 21:35:33,2019-12-11 07:50:01
322,37.55565085,127.0892901,2019-12-11 07:50:01,2019-12-11 10:23:24
322,37.555651999999995,127.089271,2019-12-11 10:26:20,2019-12-11 11:43:22
322,37.52696495,126.9179082,2019-12-11 12:13:55,2019-12-11 16:51:49
322,37.5783367,127.0016708,2019-12-11 18:11:03,2019-12-11 20:58:56
322,37.5556309,127.0892287,2019-12-11 22:10:24,2019-12-12 11:14:51
322,37.5906066,127.010706,2019-12-12 12:20:38,2019-12-12 12:51:36
322,37.5912698,127.0123536,2019-12-12 12:51:36,2019-12-12 13:51:06
322,37.5893756,127.0076335,2019-12-12 14:11:47,2019-12-12 15:24:31
322,37.5886539,127.016977,2019-12-12 16:03:12,2019-12-12 16:51:40
322,37.5556318,127.0892253,2019-12-12 18:02:22,2019-12-13 13:43:23
322,37.5571495,127.0884907,2019-12-13 13:48:27,2019-12-13 15:09:39
322,37.5555427,127.0881555,2019-12-13 15:09:39,2019-12-13 15:39:48
322,37.57993245,127.00346095,2019-12-13 16:29:08,2019-12-13 19:33:45
322,37.555628549999994,127.08921935000001,2019-12-13 20:19:04,2019-12-14 08:52:28
322,37.5556388,127.0892759,2019-12-14 08:53:28,2019-12-14 09:52:22
