deviceid,poi,count
216,음식점,3
216,수선,2
216,"육류,고기요리",1
216,"서비스,산업",1
216,"시설,건물",1
216,"스포츠,오락",1
216,종교,1
216,"공공,사회기관",1
216,주택,1
