deviceid,latitude,longitude,cluster,address
139,37.63427905,127.0734033,1,연촌초등학교
139,37.6342574,127.073375,1,연촌초등학교
139,37.6337162,127.0732144,1,서울정민학교
139,37.6340841,127.0731626,1,서울정민학교
139,37.63413285,127.07340775,1,서울정민학교
139,37.633747,127.0732652,1,서울정민학교
139,37.6341166,127.07332245,1,서울정민학교
139,37.6336877,127.0732228,1,서울정민학교
139,37.6340841,127.0733887,1,서울정민학교
139,37.6340809,127.0732968,1,서울정민학교
139,37.63404185,127.0732654,1,서울정민학교
139,37.6357285,127.0747293,1,순흥빌라트
139,37.6360662,127.0729701,1,경동약국
139,37.6335087,127.0728951,1,서울정민학교
