deviceid,latitude,longitude,datetime,leaving_datetime,cluster
139,37.63427905,127.0734033,2019-11-13 09:33:08,2019-11-13 10:31:18,1
139,37.6342574,127.073375,2019-11-13 10:36:57,2019-11-13 11:37:00,1
139,37.6337162,127.0732144,2019-11-13 11:48:17,2019-11-13 12:35:32,1
139,37.6340841,127.0731626,2019-11-14 09:55:42,2019-11-14 10:34:15,1
139,37.63413285,127.07340775,2019-11-14 10:56:44,2019-11-14 11:53:44,1
139,37.633747,127.0732652,2019-11-14 11:55:26,2019-11-14 12:36:00,1
139,37.6341166,127.07332245,2019-11-14 12:57:16,2019-11-14 13:51:45,1
139,37.6336877,127.0732228,2019-11-15 11:44:01,2019-11-15 12:32:19,1
139,37.6340841,127.0733887,2019-11-15 12:47:25,2019-11-15 13:25:22,1
139,37.6340809,127.0732968,2019-11-18 09:47:09,2019-11-18 10:31:52,1
139,37.63404185,127.0732654,2019-11-18 10:34:55,2019-11-18 12:20:44,1
139,37.6357285,127.0747293,2019-11-19 09:49:18,2019-11-19 10:41:10,1
139,37.6360662,127.0729701,2019-11-20 10:43:51,2019-11-20 11:51:25,1
139,37.6335087,127.0728951,2019-11-20 12:16:42,2019-11-20 13:02:25,1
