deviceid,latitude,longitude,cluster,address
211,37.61402665,127.09870915,0,서울특별시 중랑구 신내1동
211,37.6137349,127.0986905,0,서울특별시 중랑구 신내1동
211,37.6137277,127.09871625,0,서울특별시 중랑구 신내1동
211,37.6137647,127.0986806,0,서울특별시 중랑구 신내1동
211,37.61367695,127.0987219,0,서울특별시 중랑구 신내1동
211,37.613737150000006,127.09868475,0,서울특별시 중랑구 신내1동
211,37.6137086,127.0987226,0,서울특별시 중랑구 신내1동
211,37.6137306,127.098681,0,서울특별시 중랑구 신내1동
211,37.6137379,127.0986877,0,서울특별시 중랑구 신내1동
211,37.61373875,127.09868655,0,서울특별시 중랑구 신내1동
211,37.61376045,127.09867095,0,서울특별시 중랑구 신내1동
211,37.6137741,127.0986654,0,서울특별시 중랑구 신내1동
211,37.6137638,127.098668,0,서울특별시 중랑구 신내1동
211,37.613783,127.0986555,0,서울특별시 중랑구 신내1동
211,37.61376905,127.0986626,0,서울특별시 중랑구 신내1동
