deviceid,latitude,longitude,arrive_time,leaving_time
150,37.5555263,127.0262076,2019-11-15 01:36:52,2019-11-15 04:16:55
150,37.52864945,126.9166293,2019-11-15 05:14:47,2019-11-15 07:44:15
150,37.5698447,126.9863929,2019-11-15 09:23:09,2019-11-15 10:00:58
150,37.5648503,126.9879828,2019-11-15 10:06:07,2019-11-15 13:21:55
150,37.5555424,127.0261944,2019-11-15 14:36:10,2019-11-16 06:47:03
150,37.5882121,127.00695945000001,2019-11-16 07:16:51,2019-11-16 08:42:28
150,37.588223549999995,127.00696794999999,2019-11-16 09:02:28,2019-11-16 12:04:48
150,37.5635245,127.03424645,2019-11-16 12:53:11,2019-11-16 15:53:21
150,37.555550049999994,127.02619045,2019-11-16 16:18:44,2019-11-17 19:18:24
150,37.55561635,127.02636395,2019-11-17 19:20:03,2019-11-20 01:07:08
