deviceid,latitude,longitude,year,week,category
401.0,37.58564485,126.94954748333333,2021.0,4.0,수선>구두수선
401.0,37.6295223,127.0418325,2021.0,4.0,주택>아파트
401.0,37.569244966666666,127.026742125,2021.0,5.0,주택>아파트
401.0,37.62953166666667,127.04179703333334,2021.0,5.0,주택>아파트
401.0,37.5684801,127.0236188,2021.0,5.0,none
401.0,37.5680395,127.0210792,2021.0,5.0,none
401.0,37.629519499999994,127.041808,2021.0,6.0,주택>아파트
401.0,37.5856598,126.94952454999999,2021.0,6.0,none
401.0,37.541439999999994,126.954230225,2021.0,6.0,none
401.0,37.6202769,127.0442279,2021.0,6.0,"여행,명소>도시,테마공원"
401.0,37.6214452,127.0458186,2021.0,6.0,none
401.0,37.5690831,127.0301374,2021.0,6.0,none
401.0,37.565937,127.0212301,2021.0,6.0,none
401.0,37.5856512,126.9495291,2021.0,7.0,none
401.0,37.5392925,127.1269162,2021.0,7.0,주택>오피스텔
401.0,37.7586888,127.7775475,2021.0,7.0,none
401.0,37.9297529,127.7788371,2021.0,7.0,none
401.0,37.5693494,127.02673684999999,2021.0,9.0,주택>아파트
401.0,37.585658300000006,126.94950725000001,2021.0,9.0,none
401.0,37.5659621,127.0287953,2021.0,9.0,주택>아파트
401.0,37.6244,127.0373229,2021.0,9.0,"공공,사회기관>회관"
