deviceid,latitude,longitude,cluster,address
88,37.5464661,127.0473779,0,상원1길 35 7
88,37.5464674,127.0473742,0,상원1길 35 7
88,37.546467750000005,127.0473742,0,상원1길 35 7
88,37.5464678,127.0473774,0,상원1길 35 7
88,37.5464675,127.0473706,0,상원1길 35 7
88,37.546468,127.04737055,0,상원1길 35 7
88,37.5464716,127.0473878,0,상원1길 35 7
88,37.54646785,127.0473895,0,상원1길 35 7
88,37.5464682,127.0473768,0,상원1길 35 7
88,37.546469,127.0473704,0,상원1길 35 7
88,37.5464653,127.0473782,0,상원1길 35 7
88,37.546466,127.04738165,0,상원1길 35 7
88,37.54646565,127.0473764,0,상원1길 35 7
88,37.5464673,127.04738,0,상원1길 35 7
88,37.5464662,127.0473747,0,상원1길 35 7
88,37.5464674,127.0473769,0,상원1길 35 7
88,37.5464761,127.0473752,0,상원1길 35 7
88,37.5464756,127.0473734,0,상원1길 35 7
88,37.5464702,127.0473747,0,상원1길 35 7
88,37.546473000000006,127.0473675,0,상원1길 35 7
88,37.5464719,127.0473685,0,상원1길 35 7
88,37.54647305,127.04738155,0,상원1길 35 7
88,37.5464744,127.0473766,0,상원1길 35 7
88,37.5464753,127.0473777,0,상원1길 35 7
88,37.5464799,127.0473831,0,상원1길 35 7
88,37.5464811,127.047407,0,상원1길 35 7
88,37.5464741,127.0473678,0,상원1길 35 7
88,37.5464774,127.04739165,0,상원1길 35 7
88,37.5464779,127.0473963,0,상원1길 35 7
88,37.5464709,127.0473806,0,상원1길 35 7
88,37.5464743,127.0473684,0,상원1길 35 7
88,37.5464759,127.0473758,0,상원1길 35 7
88,37.5464731,127.0473717,0,상원1길 35 7
88,37.5464785,127.04739005,0,상원1길 35 7
88,37.5464807,127.0473933,0,상원1길 35 7
88,37.5464753,127.0473775,0,상원1길 35 7
88,37.54647735,127.0473839,0,상원1길 35 7
88,37.546479,127.0473845,0,상원1길 35 7
88,37.5464785,127.0473819,0,상원1길 35 7
88,37.5464762,127.0473787,0,상원1길 35 7
88,37.5464811,127.0473951,0,상원1길 35 7
88,37.5464792,127.0474087,0,상원1길 35 7
88,37.5464779,127.0473973,0,상원1길 35 7
88,37.54648615,127.0473844,0,상원1길 35 7
88,37.5464868,127.04737815,0,상원1길 35 7
88,37.54648775,127.04738835,0,상원1길 35 7
88,37.5464858,127.0473835,0,상원1길 35 7
88,37.54648795,127.04737655,0,상원1길 35 7
88,37.5464866,127.0473768,0,상원1길 35 7
