deviceid,latitude,longitude,cluster,address
394,37.564250650000005,127.03603845,1,도선현대주유소
394,37.56423805,127.0361583,1,가로판매대
394,37.5642882,127.0360136,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.564299,127.0360108,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5643169,127.0359795,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5642799,127.0359745,1,도선현대주유소
394,37.5642496,127.0360473,1,도선현대주유소
394,37.5643286,127.035974,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.56432215,127.0359193,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5642631,127.0360792,1,도선현대주유소
394,37.5629972,127.03391055,1,메종모텔
394,37.5643132,127.0360169,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5619218,127.034422,1,구두수선대
394,37.5642891,127.0360566,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5643176,127.03604965,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5643068,127.03601255,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.56430745,127.03604315,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5642896,127.0359732,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5643256,127.036005,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.56424765,127.0361057,1,가로판매대
394,37.5642887,127.0361207,1,가로판매대
394,37.56426225,127.0361129,1,가로판매대
394,37.5642755,127.03599995,1,도선현대주유소
394,37.564259,127.0361001,1,가로판매대
394,37.56425505,127.0360079,1,도선현대주유소
394,37.5637449,127.03550155,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  418 왕십리로20길 16
394,37.564145,127.0346811,1,성동삼성쉐르빌
394,37.5642643,127.0361434,1,가로판매대
394,37.5642784,127.0359931,1,도선현대주유소
394,37.5643439,127.03598255,1,서울특별시 성동구 왕십리도선동 서울특별시 성동구 도선동  2 1 
394,37.5623386,127.03478345,1,메종모텔
394,37.56427,127.03593955,1,도선현대주유소
394,37.56427395,127.0359891,1,도선현대주유소
394,37.5613354,127.0343092,1,서울특별시 성동구 행당1동 서울특별시 성동구 행당동  286 45 
394,37.5642692,127.0359758,1,도선현대주유소
