deviceid,latitude,longitude,year,week,category
218.0,37.5707075,126.973605,2019.0,47.0,none
218.0,37.5613899,127.0383625,2019.0,47.0,"한식>칼국수,만두"
218.0,37.5651009,127.036362,2019.0,47.0,수선>구두수선
218.0,37.5715841,126.9748493,2019.0,47.0,none
218.0,37.56487835,126.9878326,2019.0,47.0,"시설,건물>기업,빌딩"
218.0,37.56340925,127.0366562,2019.0,47.0,"공공,사회기관>구청"
218.0,37.5677702,127.0615055,2019.0,48.0,none
218.0,37.57176913333333,127.03407835,2019.0,48.0,"사회,복지>자활후견기관"
218.0,37.5613782,127.0382793,2019.0,48.0,"한식>칼국수,만두"
218.0,37.565052,127.0363607,2019.0,48.0,수선>구두수선
218.0,37.56486165,126.98794615,2019.0,48.0,"시설,건물>기업,빌딩"
