deviceid,latitude,longitude,year,week,category
79.0,37.33818278333333,127.29515555,2019.0,44.0,none
79.0,37.33700431666667,127.29377823333333,2019.0,44.0,none
79.0,37.572059624999994,126.97344774999999,2019.0,44.0,none
79.0,37.5707185,126.973657,2019.0,44.0,none
79.0,37.567584325,126.89597775,2019.0,44.0,none
79.0,37.5419891,127.0493825,2019.0,44.0,none
79.0,37.5437184,127.01638465,2019.0,44.0,none
79.0,37.5421765,127.3220867,2019.0,44.0,none
79.0,37.5409108,127.3240381,2019.0,44.0,none
79.0,37.3398865,127.28894225,2019.0,44.0,none
79.0,37.340901200000005,127.28905945,2019.0,44.0,none
79.0,37.5533026,126.9726768,2019.0,44.0,"생활,편의>편의점"
79.0,37.64473281666667,127.01072538333334,2019.0,45.0,none
79.0,37.57072565,126.97370925,2019.0,45.0,none
