deviceid,latitude,longitude,arrive_time,leaving_time
274,37.5706702,126.9735333,2019-11-30 00:13:50,2019-11-30 01:10:18
274,37.5656239,126.9663645,2019-11-30 01:23:28,2019-11-30 01:55:06
274,37.56448175,126.9654769,2019-11-30 01:55:06,2019-11-30 03:09:11
274,37.562970699999994,126.96424415,2019-11-30 03:12:13,2019-11-30 03:48:28
274,37.564334349999996,126.9653791,2019-11-30 03:48:28,2019-11-30 05:40:27
274,37.5709739,126.9735623,2019-11-30 05:41:30,2019-11-30 08:20:07
274,37.5595501,126.8196911,2019-11-30 09:05:32,2019-11-30 11:07:32
274,37.5594544,126.8191665,2019-11-30 11:07:32,2019-11-30 14:36:02
274,37.5595501,126.8196911,2019-11-30 14:37:23,2019-11-30 20:27:50
274,37.57083385,126.9738067,2019-11-30 21:15:24,2019-12-01 10:21:34
