deviceid,latitude,longitude,year,week,category
59.0,37.5660573,127.04355600000001,2019.0,43.0,none
59.0,37.5544824,127.0214292,2019.0,43.0,"건강,의료>보건소"
59.0,37.54900205,127.03957615,2019.0,43.0,주택>아파트
59.0,37.5650185,127.0298018,2019.0,43.0,주택>아파트
59.0,37.5660879,127.04347215,2019.0,44.0,none
59.0,37.55448166666667,127.02143398333334,2019.0,44.0,"건강,의료>보건소"
59.0,37.5648436,127.0381888,2019.0,44.0,none
59.0,37.5661627,127.0385243,2019.0,44.0,인쇄업>카드인쇄
59.0,37.5650185,127.0298018,2019.0,44.0,주택>아파트
59.0,37.5543226,127.036644,2019.0,44.0,아파트>관리사무소
59.0,37.5524169,127.0356092,2019.0,44.0,none
59.0,37.5712386,127.0190649,2019.0,44.0,none
59.0,37.561669,127.038366,2019.0,44.0,"한식>칼국수,만두"
59.0,37.5635769,127.0298018,2019.0,44.0,none
