deviceid,latitude,longitude,cluster,address
110,37.563274,127.028421,0,서울특별시 성동구 왕십리2동  왕십리로31나길 27 1
110,37.56326375,127.028477,0,서울특별시 성동구 왕십리2동  왕십리로31나길 27 1
110,37.5632636,127.0284279,0,서울특별시 성동구 왕십리2동  왕십리로31나길 25 1
110,37.563266,127.0284218,0,서울특별시 성동구 왕십리2동  왕십리로31나길 25 1
110,37.5632596,127.0284323,0,서울특별시 성동구 왕십리2동  왕십리로31나길 25 1
110,37.5632654,127.02842125,0,서울특별시 성동구 왕십리2동  왕십리로31나길 25 1
110,37.5632537,127.0284454,0,서울특별시 성동구 왕십리2동  왕십리로31나길 25 1
110,37.5637547,127.0307524,0,구두수선대
110,37.5639703,127.03024325,0,구두수선대
110,37.563219,127.0284709,0,서울특별시 성동구 왕십리2동  왕십리로31나길 25
