deviceid,poi,count
85,"공공,사회기관",4
85,"컴퓨터프로그래밍,정보서비스업",1
85,"육류,고기요리",1
85,수선,1
85,"건강,의료",1
85,"여행,명소",1
85,"문화,예술",1
