deviceid,latitude,longitude,cluster,address
262,37.5639757,127.0205151,0,none
262,37.5650755,127.0222515,0,none
262,37.56526565,127.022695,0,구두수선대131 난계로 151 1
262,37.5651961,127.0226943,0,중구구민복지관 퇴계로 460 
262,37.5639608,127.0204288,0,none
262,37.5653269,127.0226565,0,none
262,37.5639555,127.0204866,0,none
262,37.56517535,127.0226851,0,중구구민복지관 퇴계로 460 
262,37.5639506,127.0204341,0,none
262,37.56520195,127.02269465,0,중구구민복지관 퇴계로 460 
262,37.5654179,127.0226527,0,none
262,37.56518425,127.0227058,0,중구구민복지관 퇴계로 460 
262,37.5639563,127.0204202,0,none
262,37.5653928,127.0226538,0,none
