deviceid,latitude,longitude,arrive_time,leaving_time
331,37.5869406,127.01878389999999,2019-12-09 05:37:11,2019-12-09 06:07:51
331,37.6388862,127.0100108,2019-12-09 06:54:23,2019-12-09 07:26:43
331,37.6388862,127.0100108,2019-12-09 07:26:43,2019-12-09 08:14:47
331,37.58225685,127.0178236,2019-12-09 08:42:06,2019-12-10 00:49:27
331,37.582275749999994,127.01780565,2019-12-10 00:50:47,2019-12-10 03:47:51
331,37.582266450000006,127.01780600000001,2019-12-10 04:19:25,2019-12-10 07:03:21
331,37.582258249999995,127.01782209999999,2019-12-10 07:03:21,2019-12-11 00:04:35
331,37.5822691,127.017808,2019-12-11 00:04:35,2019-12-11 03:34:43
331,36.3601844,127.35106379999999,2019-12-11 07:10:45,2019-12-11 08:42:52
331,35.9109764,127.7574611,2019-12-11 09:54:21,2019-12-11 10:46:00
331,35.9109763,127.757461,2019-12-11 10:46:00,2019-12-11 11:20:43
331,37.582260399999996,127.0178477,2019-12-11 15:22:08,2019-12-12 02:27:22
331,37.5907919,127.0108846,2019-12-12 02:29:58,2019-12-12 04:41:46
331,37.5884695,127.0170766,2019-12-12 04:49:04,2019-12-12 05:29:17
331,37.582255,127.0178489,2019-12-12 05:37:22,2019-12-12 11:54:49
331,37.5822718,127.0178418,2019-12-12 11:54:49,2019-12-13 04:05:24
331,37.5868621,127.0260193,2019-12-13 04:19:37,2019-12-13 05:36:01
331,37.5833996,127.0178192,2019-12-13 05:46:47,2019-12-13 07:02:43
331,37.5822507,127.0178392,2019-12-13 07:02:43,2019-12-14 01:41:36
331,37.6069542,126.9687062,2019-12-14 02:01:23,2019-12-14 02:59:22
331,37.5822655,127.0178454,2019-12-14 03:26:33,2019-12-15 01:28:06
331,37.5822503,126.97044215,2019-12-15 01:45:26,2019-12-15 04:17:48
331,37.58225,127.0178447,2019-12-15 04:50:28,2019-12-16 00:52:37
331,37.56300675,126.94047524999999,2019-12-16 01:33:24,2019-12-16 02:28:47
331,37.5981235,127.0905908,2019-12-16 03:11:21,2019-12-16 04:17:01
331,37.5822538,127.0178413,2019-12-16 04:45:00,2019-12-16 07:17:34
331,37.582248,127.0178391,2019-12-16 08:54:51,2019-12-17 02:26:35
331,37.5544827,127.1759977,2019-12-17 03:28:30,2019-12-17 09:03:41
331,37.5543002,127.1760002,2019-12-17 09:29:36,2019-12-17 10:39:21
