deviceid,latitude,longitude,datetime,leaving_datetime,cluster
265,37.5847882,127.0190649,2019-11-26 15:14:00,2019-11-26 19:05:03,1
265,37.5859413,127.0190649,2019-11-27 10:39:16,2019-11-27 13:29:30,1
265,37.5859413,127.0190649,2019-11-27 14:07:10,2019-11-27 15:39:12,1
265,37.5859413,127.0190649,2019-11-27 15:42:07,2019-11-27 18:09:12,1
265,37.5859413,127.0190649,2019-11-28 10:34:37,2019-11-28 18:44:10,1
265,37.5859413,127.0190649,2019-11-29 10:27:20,2019-11-29 14:01:00,1
265,37.5859413,127.0190649,2019-11-29 14:01:00,2019-11-29 17:31:00,1
265,37.5859413,127.0190649,2019-11-29 17:33:00,2019-11-29 18:12:31,1
265,37.5859413,127.0190649,2019-12-02 16:20:33,2019-12-02 18:04:14,1
265,37.5859413,127.0190649,2019-12-04 10:39:39,2019-12-04 13:06:15,1
265,37.5859413,127.0190649,2019-12-04 14:27:06,2019-12-04 18:09:22,1
265,37.5859413,127.0190649,2019-12-05 10:38:22,2019-12-05 13:17:16,1
