deviceid,poi,count
142,"공공,사회기관",4
142,"쇼핑,유통",3
142,"교통,운수",2
142,"시설,건물",2
142,주택,1
142,"여행,명소",1
142,수선,1
142,버스터미널,1
142,장례,1
142,"생활,편의",1
