deviceid,latitude,longitude,year,week,category
104.0,37.507303325,126.89045404999999,2019.0,45.0,"쇼핑,유통>쇼핑센터,할인매장"
104.0,37.5643626,127.02958205,2019.0,45.0,수선>구두수선
104.0,37.566293,127.0426859,2019.0,45.0,none
104.0,37.5904794,127.0845621,2019.0,45.0,"교육,학문>유치원"
104.0,37.56157335,127.0384803,2019.0,45.0,"한식>칼국수,만두"
104.0,37.4814918,126.8837161,2019.0,45.0,"시설,건물>기업,빌딩"
104.0,37.4810583,126.8906094,2019.0,45.0,none
104.0,37.5688694,126.9899889,2019.0,46.0,none
104.0,37.5641354,126.98462855,2019.0,46.0,none
104.0,37.5638911,126.98684705,2019.0,46.0,"공공,사회기관>회관"
