deviceid,latitude,longitude,datetime,leaving_datetime
129,37.5405241,127.0495647,2019-11-12 12:55:28,2019-11-12 14:15:28
129,37.5405231,127.0495623,2019-11-12 14:19:30,2019-11-12 14:57:41
129,37.5405287,127.0495608,2019-11-12 14:58:42,2019-11-12 18:01:53
129,37.5405395,127.0495604,2019-11-12 18:03:55,2019-11-12 18:40:31
129,37.5405226,127.04957264999999,2019-11-12 19:29:01,2019-11-12 20:24:26
129,37.540551,127.0495531,2019-11-12 20:50:48,2019-11-13 06:41:49
129,37.5405314,127.0495683,2019-11-13 07:28:14,2019-11-13 08:54:05
129,37.5332464,127.0528409,2019-11-13 10:45:35,2019-11-13 11:29:20
129,37.5405285,127.0495601,2019-11-13 12:46:51,2019-11-13 17:58:37
129,37.5405586,127.049556,2019-11-13 18:26:32,2019-11-13 23:45:29
129,37.540546,127.04955665,2019-11-13 23:48:00,2019-11-14 02:19:07
129,37.5405421,127.0495548,2019-11-14 02:23:07,2019-11-14 02:53:19
129,37.5405508,127.0495562,2019-11-14 02:55:52,2019-11-14 07:46:49
129,37.5405571,127.0495553,2019-11-14 07:47:49,2019-11-14 10:30:31
129,37.54054585,127.049556,2019-11-14 10:34:36,2019-11-14 11:34:39
129,37.5405272,127.0495691,2019-11-14 12:52:01,2019-11-14 14:54:16
129,37.540533,127.0495621,2019-11-14 15:01:18,2019-11-14 16:19:01
129,37.540525849999995,127.04956715,2019-11-14 16:26:15,2019-11-14 18:52:09
129,37.5405502,127.049559,2019-11-14 18:54:09,2019-11-14 20:04:11
129,37.540549049999996,127.04955605,2019-11-14 20:05:12,2019-11-14 21:21:48
129,37.54055095,127.0495534,2019-11-14 21:24:49,2019-11-15 05:52:23
129,37.5405484,127.0495631,2019-11-15 06:53:04,2019-11-15 08:25:41
129,37.5405215,127.0495651,2019-11-15 08:48:01,2019-11-15 09:30:38
129,37.5405324,127.0495665,2019-11-15 09:49:26,2019-11-15 10:29:15
129,37.5405373,127.0495551,2019-11-15 10:32:15,2019-11-15 11:07:31
129,37.540532049999996,127.0495736,2019-11-15 11:23:49,2019-11-15 12:56:08
129,37.5405241,127.0495664,2019-11-15 13:19:16,2019-11-15 14:16:25
129,37.5405237,127.0495608,2019-11-15 14:19:15,2019-11-15 16:52:32
129,37.540529,127.0495748,2019-11-15 16:54:32,2019-11-15 17:47:48
129,37.5405535,127.0495559,2019-11-15 17:58:53,2019-11-16 01:22:23
129,37.5405528,127.0495561,2019-11-16 01:23:25,2019-11-16 04:15:41
129,37.5405528,127.0495552,2019-11-16 04:16:46,2019-11-16 06:46:32
129,37.5405421,127.049564,2019-11-16 07:29:36,2019-11-16 08:26:31
129,37.540529,127.0495714,2019-11-16 08:35:37,2019-11-16 09:26:34
129,37.540518649999996,127.04956515,2019-11-16 10:54:04,2019-11-16 11:24:23
129,37.5405383,127.0495684,2019-11-16 12:31:43,2019-11-16 14:52:38
129,37.5405319,127.049572,2019-11-16 14:54:38,2019-11-16 17:05:19
129,37.5405427,127.0495848,2019-11-16 17:49:07,2019-11-16 18:54:52
129,37.54054385,127.04958945,2019-11-16 19:16:29,2019-11-16 20:26:32
129,37.5405328,127.0495845,2019-11-16 20:32:38,2019-11-16 21:46:24
129,37.5405646,127.04955975,2019-11-16 21:47:24,2019-11-17 06:58:40
129,37.5405685,127.04955705,2019-11-17 07:00:40,2019-11-17 08:35:03
129,37.5405348,127.0495614,2019-11-17 08:37:03,2019-11-17 10:04:26
129,37.5405361,127.04957365,2019-11-17 12:27:40,2019-11-17 14:01:00
129,37.54052385,127.04956634999999,2019-11-17 14:02:01,2019-11-17 14:50:30
129,37.54053475,127.04957325,2019-11-17 14:54:31,2019-11-17 15:33:42
129,37.5405469,127.0495574,2019-11-17 15:35:42,2019-11-18 06:33:38
129,37.5405645,127.04955895,2019-11-18 06:38:46,2019-11-18 11:15:10
129,37.5405351,127.0495671,2019-11-18 12:14:45,2019-11-18 13:54:01
129,37.540541000000005,127.04957155,2019-11-18 14:08:07,2019-11-18 14:40:41
129,37.5405294,127.0495678,2019-11-18 14:55:29,2019-11-18 17:42:49
129,37.54053175,127.0495755,2019-11-18 17:53:03,2019-11-18 18:29:26
129,37.5405238,127.049575,2019-11-18 18:41:33,2019-11-18 20:34:26
129,37.540528300000005,127.04957279999999,2019-11-18 20:51:42,2019-11-18 22:20:17
129,37.5405517,127.0495572,2019-11-18 22:51:37,2019-11-19 08:12:16
129,37.54051705,127.04957085000001,2019-11-19 08:13:17,2019-11-19 08:44:45
129,37.5405379,127.0495865,2019-11-19 09:26:39,2019-11-19 10:26:38
129,37.5362238,127.0457737,2019-11-19 11:27:22,2019-11-19 12:16:01
129,37.5405269,127.0495673,2019-11-19 12:16:01,2019-11-19 13:56:38
129,37.5405256,127.0495627,2019-11-19 13:57:39,2019-11-19 14:42:30
129,37.5405369,127.04956245,2019-11-19 14:44:29,2019-11-19 15:37:30
129,37.5405288,127.0495628,2019-11-19 15:38:33,2019-11-19 16:10:43
129,37.540541149999996,127.04955795000001,2019-11-19 16:13:43,2019-11-20 01:30:24
129,37.5405518,127.0495604,2019-11-20 01:31:25,2019-11-20 09:26:39
129,37.5405325,127.04957160000001,2019-11-20 09:43:47,2019-11-20 10:30:00
129,37.54053925,127.0495693,2019-11-20 10:31:06,2019-11-20 11:43:06
129,37.54053955,127.0495842,2019-11-20 11:44:06,2019-11-20 12:34:00
129,37.540532049999996,127.04957440000001,2019-11-20 12:35:02,2019-11-20 13:49:14
