deviceid,latitude,longitude,year,week,category
118.0,37.5309756,127.061834,2019.0,45.0,"문화,예술>복합문화공간"
118.0,37.5379635,127.077092,2019.0,45.0,none
118.0,37.5410168,127.0723387,2019.0,45.0,병원>종합병원
118.0,37.53098451666667,127.06182645000001,2019.0,46.0,"문화,예술>복합문화공간"
118.0,37.5381767,127.0559661,2019.0,46.0,"시설,건물>주택"
118.0,37.53097675,127.0618253875,2019.0,47.0,"문화,예술>복합문화공간"
118.0,37.59102765,127.09771815,2019.0,47.0,none
118.0,37.5778263,127.0397861,2019.0,47.0,none
118.0,37.530974324999995,127.0618416,2019.0,48.0,"문화,예술>복합문화공간"
118.0,37.530979875,127.0618667375,2019.0,49.0,"문화,예술>복합문화공간"
118.0,37.5402184,127.0740744,2019.0,49.0,"교육,학문>대학교"
118.0,37.5392428,127.0546246,2019.0,49.0,none
118.0,37.530992471428576,127.06185830000001,2019.0,50.0,"문화,예술>복합문화공간"
118.0,37.5455311,127.0545897,2019.0,50.0,none
118.0,37.5392428,127.0546246,2019.0,50.0,none
118.0,37.530994975,127.06184132499999,2019.0,51.0,"문화,예술>복합문화공간"
118.0,37.3845709,127.130796,2019.0,51.0,"공공,사회기관>경로당,노인정"
118.0,37.3546332,127.18271395,2019.0,51.0,none
118.0,37.5356148,126.8986134,2019.0,51.0,none
118.0,37.53098523333333,127.06184406666667,2019.0,52.0,"문화,예술>복합문화공간"
118.0,37.53099993571429,127.06180742857143,2020.0,1.0,"문화,예술>복합문화공간"
118.0,37.5987817,127.10046375,2020.0,1.0,none
118.0,37.53098805833333,127.06182919999999,2020.0,2.0,"문화,예술>복합문화공간"
118.0,37.53099305,127.0618409125,2020.0,3.0,"문화,예술>복합문화공간"
118.0,37.530994050000004,127.06183543333333,2020.0,4.0,"문화,예술>복합문화공간"
118.0,37.5384214,127.0552954,2020.0,4.0,none
118.0,37.530976225,127.061812675,2020.0,5.0,"문화,예술>복합문화공간"
118.0,37.539039,127.0538173,2020.0,5.0,none
118.0,37.5400973,127.0522349,2020.0,5.0,none
118.0,37.53999025,127.0579681,2020.0,5.0,"교육,학문>중학교"
118.0,37.530978166666664,127.06180540000001,2020.0,6.0,"문화,예술>복합문화공간"
118.0,37.53099098333333,127.06182231666666,2020.0,7.0,"문화,예술>복합문화공간"
118.0,37.5909706,127.097926,2020.0,7.0,음악학원>피아노
118.0,37.53099091666667,127.06182838333332,2020.0,8.0,"문화,예술>복합문화공간"
118.0,37.530989875,127.061822075,2020.0,9.0,"문화,예술>복합문화공간"
118.0,37.53102155,127.06182291666666,2020.0,10.0,"문화,예술>복합문화공간"
118.0,37.531009616666665,127.06182304166667,2020.0,11.0,"문화,예술>복합문화공간"
118.0,37.53100355,127.06189074999999,2020.0,12.0,"문화,예술>복합문화공간"
118.0,37.5910202,127.0977919,2020.0,12.0,none
