deviceid,latitude,longitude,arrive_time,leaving_time
116,37.5616913,127.0352797,2019-11-11 07:02:03,2019-11-11 09:50:27
116,37.5617988,127.0352316,2019-11-11 10:00:16,2019-11-11 11:50:40
116,37.56168595,127.0352444,2019-11-11 11:55:32,2019-11-11 13:06:11
116,37.5616012,127.0352849,2019-11-11 13:07:48,2019-11-11 14:07:14
116,37.56159935,127.0353007,2019-11-11 14:24:42,2019-11-11 16:01:46
116,37.561613699999995,127.0353064,2019-11-11 16:03:26,2019-11-11 17:33:21
116,37.5615949,127.0352834,2019-11-11 18:17:49,2019-11-11 20:25:58
116,37.5615761,127.0352885,2019-11-11 20:27:20,2019-11-11 21:44:58
116,37.56159465,127.03528664999999,2019-11-11 21:46:21,2019-11-11 22:58:53
116,37.5616168,127.0352797,2019-11-11 23:00:34,2019-11-12 00:25:33
