deviceid,latitude,longitude,arrive_time,leaving_time
128,37.5700877,127.0334015,2019-11-11 06:12:44,2019-11-11 08:42:30
128,37.5672715,127.0530629,2019-11-11 09:11:08,2019-11-11 09:47:52
128,37.56802315,127.06127025,2019-11-11 09:56:33,2019-11-11 10:46:55
128,37.5680217,127.0612949,2019-11-11 10:48:38,2019-11-12 01:07:23
128,37.56141705,127.03829125,2019-11-12 01:31:12,2019-11-12 03:23:50
128,37.5631664,127.036261,2019-11-12 03:23:50,2019-11-12 04:09:17
128,37.5650896,127.03634555,2019-11-12 04:32:27,2019-11-12 05:35:43
128,37.565092250000006,127.03634775,2019-11-12 05:37:03,2019-11-12 07:28:17
128,37.5679687,127.06126225,2019-11-12 08:17:17,2019-11-12 09:25:27
128,37.5679776,127.0612109,2019-11-12 09:25:27,2019-11-13 01:48:01
128,37.54564310000001,127.0424124,2019-11-13 03:45:16,2019-11-13 05:18:36
128,37.5614138,127.0384698,2019-11-13 05:58:07,2019-11-13 08:12:16
128,37.5679756,127.0612163,2019-11-13 08:27:04,2019-11-13 12:58:34
128,37.5679793,127.06123425,2019-11-13 12:58:34,2019-11-15 04:42:21
128,37.40844865,127.1441693,2019-11-15 05:44:30,2019-11-15 07:23:18
128,37.465338599999995,127.12722855,2019-11-15 07:37:18,2019-11-15 10:27:22
128,37.53837515,127.12394405,2019-11-15 11:20:43,2019-11-15 11:57:02
128,37.5679788,127.0612267,2019-11-15 12:16:15,2019-11-16 01:44:51
128,37.58374325,126.9712341,2019-11-16 01:52:16,2019-11-16 02:53:23
128,37.5801189,126.9711747,2019-11-16 03:06:22,2019-11-16 03:54:28
128,37.5679766,127.0612086,2019-11-16 05:44:15,2019-11-18 00:32:43
128,37.5679751,127.0612025,2019-11-18 00:32:43,2019-11-18 05:28:24
128,37.5700358,127.0333481,2019-11-18 05:34:02,2019-11-18 08:23:10
128,37.5614305,127.0383444,2019-11-18 08:35:12,2019-11-19 01:38:36
128,37.5650987,127.0363584,2019-11-19 02:15:21,2019-11-19 05:04:10
