deviceid,latitude,longitude,year,week,category
128.0,37.56509092500001,127.03634665,2019.0,46.0,수선>구두수선
128.0,37.561415425,127.03838052500001,2019.0,46.0,"한식>칼국수,만두"
128.0,37.5801189,126.9711747,2019.0,46.0,none
128.0,37.58374325,126.9712341,2019.0,46.0,none
128.0,37.53837515,127.12394405,2019.0,46.0,none
128.0,37.4653386,127.12722855,2019.0,46.0,none
128.0,37.40844865,127.1441693,2019.0,46.0,"사회,복지>장애인종합복지관"
128.0,37.54564310000001,127.0424124,2019.0,46.0,"음식점>치킨,닭강정"
128.0,37.5631664,127.036261,2019.0,46.0,none
128.0,37.5672715,127.0530629,2019.0,46.0,none
128.0,37.5700877,127.0334015,2019.0,46.0,"사회,복지>종합사회복지관"
128.0,37.5614305,127.0383444,2019.0,47.0,"한식>칼국수,만두"
128.0,37.5700358,127.0333481,2019.0,47.0,none
128.0,37.5679751,127.0612025,2019.0,47.0,주택>아파트
