deviceid,latitude,longitude,arrive_time,leaving_time
256,37.514565,126.892023,2019-12-01 00:33:31,2019-12-01 03:11:58
256,37.51451,126.892123,2019-12-01 03:31:44,2019-12-01 04:48:52
256,37.514612,126.891948,2019-12-01 05:24:30,2019-12-01 06:15:56
256,37.514643,126.891897,2019-12-01 06:19:45,2019-12-01 08:51:23
256,37.514527,126.8920935,2019-12-01 09:17:27,2019-12-01 10:59:10
256,37.514556,126.892037,2019-12-01 11:03:16,2019-12-01 12:50:59
256,37.514588,126.89194,2019-12-01 13:26:44,2019-12-01 14:25:13
256,37.514566,126.892028,2019-12-01 14:57:42,2019-12-01 15:59:56
256,37.514575,126.891999,2019-12-01 16:27:01,2019-12-01 18:26:10
256,37.514574,126.892014,2019-12-01 18:37:18,2019-12-01 19:08:47
256,37.514546,126.892061,2019-12-01 19:14:07,2019-12-01 20:19:34
256,37.514633,126.891914,2019-12-01 21:10:54,2019-12-01 21:51:00
256,37.514565,126.892029,2019-12-01 21:57:16,2019-12-02 00:15:44
