deviceid,latitude,longitude,cluster,address
147,37.5730573,127.0369485,0,용두 두산위브
147,37.5730923,127.0369076,0,용두 두산위브
147,37.5730875,127.0369369,0,용두 두산위브
147,37.5730207,127.0369144,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.57305365,127.03686065,0,용두 두산위브
147,37.5730698,127.0368397,0,용두 두산위브
147,37.5730824,127.03683815,0,용두 두산위브
147,37.5730621,127.0368459,0,용두 두산위브
147,37.5730545,127.036849,0,용두 두산위브
147,37.57306925,127.0368425,0,용두 두산위브
147,37.57305225,127.0368504,0,용두 두산위브
147,37.5731321,127.036908,0,용두 두산위브
147,37.5730763,127.0369157,0,용두 두산위브
147,37.5731015,127.036918,0,용두 두산위브
147,37.5730629,127.0369143,0,용두 두산위브
147,37.573073,127.03684825,0,용두 두산위브
147,37.5730668,127.03684705,0,용두 두산위브
147,37.573058,127.036848,0,용두 두산위브
147,37.5730657,127.0368761,0,용두 두산위브
147,37.57306825,127.03688995,0,용두 두산위브
147,37.5730625,127.0368493,0,용두 두산위브
147,37.5730777,127.0368482,0,용두 두산위브
147,37.5730984,127.0368487,0,용두 두산위브
147,37.5730882,127.0368486,0,용두 두산위브
147,37.57307635,127.0368525,0,용두 두산위브
147,37.57307675,127.0368439,0,용두 두산위브
147,37.5730652,127.0368897,0,용두 두산위브
147,37.5730498,127.0369023,0,용두 두산위브
147,37.573074250000005,127.0368785,0,용두 두산위브
147,37.573068,127.0369032,0,용두 두산위브
147,37.5730833,127.0368997,0,용두 두산위브
147,37.5730315,127.0368761,0,용두 두산위브
147,37.57304425,127.0368847,0,용두 두산위브
147,37.5730285,127.0368965,0,용두 두산위브
147,37.5730274,127.0369082,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.5730175,127.03687555,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.5730497,127.03689745,0,용두 두산위브
147,37.5730634,127.036925,0,용두 두산위브
147,37.5730942,127.0369012,0,용두 두산위브
147,37.5730227,127.0368732,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.573031,127.0369203,0,용두 두산위브
147,37.57303705,127.03688955,0,용두 두산위브
147,37.57307095,127.0368542,0,용두 두산위브
147,37.5730662,127.0368689,0,용두 두산위브
147,37.5730622,127.0368614,0,용두 두산위브
147,37.5730681,127.03685205,0,용두 두산위브
147,37.5730415,127.0368591,0,용두 두산위브
147,37.5730174,127.0368685,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.573011,127.0369281,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.57303765,127.0369266,0,용두 두산위브
147,37.5730812,127.0368762,0,용두 두산위브
147,37.5730231,127.0369144,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.5730359,127.0369094,0,용두 두산위브
147,37.57302105,127.03691335,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
147,37.57300285,127.036909,0,서울특별시 동대문구 용신동 서울특별시 동대문구 용두동  791 3 
