deviceid,latitude,longitude,cluster,address
64,37.5544269,127.0270787,0,금일유아원(2호)
64,37.5544384,127.0270742,0,금일유아원(2호)
64,37.55504665,127.0266601,0,행당 한진타운
64,37.5541578,127.0272484,0,행당로6길 24 15
64,37.553901550000006,127.0272789,0,응봉근린공원 대현산관리사무실
64,37.55463435,127.0268605,0,서울특별시 성동구 금호1가동
64,37.5548925,127.0264984,0,행당 한진타운
64,37.5544196,127.0270896,0,금일유아원(2호)
64,37.55419995,127.0271764,0,행당로6길 24 15
64,37.55423735,127.0271215,0,행당로6길 24 15
64,37.5545072,127.0271086,0,서울특별시 성동구 금호1가동
64,37.5550756,127.0263686,0,행당 한진타운
64,37.55475835,127.0262457,0,벽산아파트(종합사회복지관상가)
64,37.5549373,127.0265813,0,행당 한진타운
64,37.5547862,127.02658155,0,행당 한진타운
64,37.5547886,127.026517,0,행당 한진타운
64,37.55442315,127.0274297,0,독서당로63길 94
64,37.5548089,127.0267764,0,행당 한진타운
64,37.5544195,127.027056,0,금일유아원(2호)
64,37.554465,127.0270486,0,금일유아원(2호)
64,37.5548033,127.026439,0,행당 한진타운
64,37.55475855,127.0270148,0,서울특별시 성동구 행당2동
64,37.5544211,127.0270681,0,금일유아원(2호)
64,37.5546399,127.0267719,0,서울특별시 성동구 금호1가동
64,37.5547475,127.0266387,0,행당 한진타운
64,37.5547674,127.0265777,0,행당 한진타운
64,37.5550424,127.0264566,0,행당 한진타운
64,37.55444175,127.0274532,0,독서당로63길 94
64,37.5542673,127.0271084,0,행당로6길 24 15
64,37.5543094,127.0271175,0,행당로6길 24 15
64,37.5541815,127.0271614,0,행당로6길 24 15
64,37.5547886,127.026571,0,행당 한진타운
64,37.5544848,127.0270443,0,금일유아원(2호)
64,37.55452305,127.02696775,0,금일유아원(2호)
64,37.55479195,127.0264931,0,행당 한진타운
64,37.55474155,127.026641,0,행당 한진타운
64,37.5544251,127.0270747,0,금일유아원(2호)
64,37.55479435,127.02653745,0,행당 한진타운
64,37.5547844,127.0265017,0,행당 한진타운
64,37.5547714,127.026833,0,행당 한진타운
64,37.554856,127.026334,0,서울특별시 성동구 금호1가동
64,37.55441985,127.0270591,0,금일유아원(2호)
