deviceid,poi,count
64,"공공,사회기관",7
64,"시설,건물",2
64,한식,2
64,"스포츠,오락",1
64,정보통신대,1
64,"생활,편의",1
64,음식점,1
64,숙박,1
64,"서비스,산업",1
64,수선,1
64,주택,1
