deviceid,latitude,longitude,year,week,category
213.0,37.520194200000006,127.135400325,2019.0,47.0,"교육,학문>고등학교"
213.0,37.5611995,127.03812195,2019.0,47.0,"한식>칼국수,만두"
213.0,37.55183725,127.09032342500001,2019.0,47.0,none
213.0,37.5703334,127.0045493,2019.0,47.0,none
213.0,37.5716738,127.0064558,2019.0,47.0,none
213.0,37.5648438,127.03634335,2019.0,47.0,수선>구두수선
213.0,37.5724753,126.99167095,2019.0,47.0,none
213.0,37.57992171666667,127.00352550000001,2019.0,48.0,none
213.0,37.6119285,126.9170954,2019.0,48.0,부동산>아파트관리
213.0,37.633874950000006,126.9180848,2019.0,48.0,none
213.0,37.5853625,127.01942955,2019.0,48.0,none
213.0,37.53755875,127.1398901,2019.0,48.0,none
213.0,37.5869464,127.0187805,2019.0,48.0,none
213.0,37.56110835,126.99385035,2019.0,48.0,none
