deviceid,latitude,longitude,year,week,category
394.0,37.564278560000005,127.03604012999999,2020.0,48.0,none
394.0,37.68129705,127.37372145,2020.0,48.0,none
394.0,37.5647162,127.0286214,2020.0,48.0,none
394.0,37.64541035,127.23714435,2020.0,48.0,주택>아파트
394.0,37.5826791,127.14586495,2020.0,48.0,none
394.0,37.641037,127.3591989,2020.0,48.0,none
394.0,37.65553065,127.3037811,2020.0,48.0,"쇼핑,유통>슈퍼,마트"
394.0,37.5466158375,127.05387843125,2020.0,49.0,종교>개신교
394.0,37.5457729,127.0549636,2020.0,49.0,none
394.0,37.5646428,127.0293189,2020.0,49.0,주택>아파트
394.0,37.5620848,127.03796035,2020.0,49.0,"한식>칼국수,만두"
394.0,37.5619218,127.034422,2020.0,49.0,수선>구두수선
394.0,37.5629972,127.03391055,2020.0,49.0,숙박>모텔
394.0,37.5447818,127.0542924,2020.0,49.0,"시설,건물>기업,빌딩"
394.0,37.55969705,127.0405765,2020.0,49.0,none
394.0,37.54657805,127.05393795,2020.0,50.0,종교>개신교
394.0,37.645446899999996,127.23714860000001,2020.0,50.0,주택>아파트
394.0,37.5646824,127.0286421,2020.0,50.0,none
394.0,37.6051538,127.14052115,2020.0,50.0,"시설,건물>기업,빌딩"
394.0,37.56601335,127.0212425,2020.0,50.0,none
394.0,37.5642892625,127.03597175,2020.0,51.0,none
394.0,37.5613354,127.0343092,2020.0,51.0,none
394.0,37.54934505,127.05025175,2020.0,51.0,none
394.0,37.5623386,127.03478345,2020.0,51.0,숙박>모텔
394.0,37.56486030000001,127.02913945,2020.0,51.0,주택>아파트
394.0,37.5707883,127.0341516,2020.0,51.0,"사회,복지>장애인복지시설"
