deviceid,latitude,longitude,year,week
107.0,37.5728813,127.0287953,2019.0,45.0
107.0,37.5473238,126.9317696,2019.0,45.0
107.0,37.5893137,127.0468928,2019.0,45.0
107.0,37.668129,127.04655417500001,2019.0,46.0
107.0,37.59765805,127.0329046,2019.0,46.0
107.0,37.5878077,127.0454378,2019.0,46.0
107.0,37.586241828571424,127.0315875142857,2019.0,47.0
107.0,37.572964299999995,127.02896305,2019.0,47.0
107.0,37.5796159,127.0428155,2019.0,47.0
