deviceid,latitude,longitude,year,week,category
139.0,37.63401166666667,127.0733069111111,2019.0,46.0,"교육,학문>특수학교"
139.0,37.5763781,127.06652855,2019.0,46.0,none
139.0,37.5663174,127.0430177,2019.0,46.0,"교통,운수>지하철,전철"
139.0,37.54549775,127.0469999,2019.0,46.0,"사회,복지>종합사회복지관"
139.0,37.5836159,127.0492967,2019.0,46.0,none
139.0,37.5612026,127.0382796,2019.0,46.0,"한식>칼국수,만두"
139.0,37.63387715,127.07315243333333,2019.0,47.0,"교육,학문>특수학교"
139.0,37.5704073,127.033518,2019.0,47.0,none
139.0,37.6360662,127.0729701,2019.0,47.0,"건강,의료>약국"
139.0,37.5609163,127.03932075,2019.0,47.0,none
139.0,37.6357285,127.0747293,2019.0,47.0,"시설,건물>주택"
