deviceid,poi,count
83,"스포츠,오락",1
83,"교통,운수",1
83,수선,1
83,"육류,고기요리",1
83,"건강,의료",1
83,"시설,건물",1
83,"문화,유적",1
83,"공공,사회기관",1
