deviceid,latitude,longitude,year,week,category
138.0,37.634036075,127.0732808625,2019.0,46.0,"교육,학문>특수학교"
138.0,37.63595075,127.07297706666667,2019.0,46.0,"건강,의료>약국"
138.0,37.56201245,127.03836235,2019.0,46.0,"한식>칼국수,만두"
138.0,37.5455433,127.046911,2019.0,46.0,"사회,복지>종합사회복지관"
138.0,37.58352635,127.0492893,2019.0,46.0,none
138.0,37.635890333333336,127.0730593,2019.0,47.0,"건강,의료>약국"
138.0,37.63381396666667,127.07329750000001,2019.0,47.0,"교육,학문>특수학교"
138.0,37.5703935,127.03344095,2019.0,47.0,none
138.0,37.56079025,127.0393062,2019.0,47.0,none
138.0,37.6357459,127.0747429,2019.0,47.0,"시설,건물>주택"
