deviceid,latitude,longitude,arrive_time,leaving_time
86,37.5619466,127.0381852,2019-10-31 03:52:04,2019-10-31 05:07:37
86,37.5572315,127.0263188,2019-10-31 05:17:17,2019-11-01 00:30:14
86,37.5572152,127.02633575,2019-11-01 00:56:27,2019-11-01 01:45:07
86,37.5576585,127.0258654,2019-11-01 01:45:07,2019-11-01 03:03:27
86,37.4227885,127.0244239,2019-11-01 05:21:46,2019-11-01 06:15:13
86,37.5572227,127.0263324,2019-11-01 10:00:42,2019-11-03 13:22:01
86,37.5572434,127.02630955000001,2019-11-03 13:22:01,2019-11-04 04:11:11
86,37.5572284,127.0263262,2019-11-04 07:11:55,2019-11-05 00:20:06
86,37.5598375,127.0440546,2019-11-05 00:35:04,2019-11-05 02:08:21
86,37.5572468,127.02632135,2019-11-05 03:06:24,2019-11-06 01:32:18
86,37.55721595,127.0263374,2019-11-06 01:33:23,2019-11-06 03:34:41
86,37.557239,127.0263236,2019-11-06 05:26:22,2019-11-07 03:52:53
86,37.570698199999995,127.03416345,2019-11-07 04:05:39,2019-11-07 04:36:18
86,37.5572372,127.0263154,2019-11-07 04:52:43,2019-11-08 03:36:00
86,37.557293400000006,127.026288,2019-11-08 05:24:48,2019-11-26 06:37:17
