deviceid,latitude,longitude,year,week,category
52.0,37.5707496,127.03415648333333,2019.0,43.0,"사회,복지>장애인복지시설"
52.0,37.54339405,127.12192265,2019.0,43.0,none
52.0,37.56230165,127.0355702,2019.0,43.0,"시설,건물>기업,빌딩"
52.0,38.0670012,127.3255631,2019.0,43.0,none
52.0,38.0766053,127.3203397,2019.0,43.0,none
52.0,37.5640812,127.0369053,2019.0,43.0,"공공,사회기관>지방교육청"
52.0,37.55312971111111,127.01918924444443,2019.0,44.0,none
52.0,37.56084219,127.03275020999999,2019.0,44.0,none
52.0,37.562332049999995,127.0355893,2019.0,44.0,"시설,건물>기업,빌딩"
52.0,37.56507655,127.02906185,2019.0,44.0,주택>아파트
52.0,37.5511003,127.0162836,2019.0,44.0,주택>아파트
